"System","Functional","BasisSet","Distance","Nucleus","HF_Energy","DFA_Energy","SIE_estimate"
"Triangle","SCAN","def2-QZVPP",3.4,"H",-0.3623244756,-0.4198003037,-0.0574758281
"Triangle","SCAN","def2-QZVPP",3.5,"H",-0.3642650519,-0.4240571409,-0.059792089
"Triangle","SCAN","def2-QZVPP",3.6,"H",-0.3662987264,-0.4282683616,-0.0619696352
"Triangle","SCAN","def2-QZVPP",3.7,"H",-0.3684021804,-0.432414227,-0.0640120466
"Triangle","SCAN","def2-QZVPP",3.8,"H",-0.3705547744,-0.436479048,-0.0659242736
"Triangle","SCAN","def2-QZVPP",3.9,"H",-0.3727386016,-0.4404509277,-0.0677123261
"Triangle","SCAN","def2-QZVPP",4,"H",-0.3749383094,-0.4443212162,-0.0693829068
"Triangle","SCAN","def2-QZVPP",4.1,"H",-0.3771408299,-0.4480838904,-0.0709430605
"Triangle","SCAN","def2-QZVPP",4.2,"H",-0.3793351269,-0.4517351853,-0.0724000584
"Triangle","SCAN","def2-QZVPP",4.3,"H",-0.3815119563,-0.4552731949,-0.0737612386
"Triangle","SCAN","def2-QZVPP",4.4,"H",-0.3836636521,-0.458697434,-0.0750337819
"Triangle","SCAN","def2-QZVPP",4.5,"H",-0.3857839494,-0.4620085635,-0.0762246141
"Triangle","SCAN","def2-QZVPP",4.6,"H",-0.3878678066,-0.4652081526,-0.077340346
"Triangle","SCAN","def2-QZVPP",4.7,"H",-0.3899112617,-0.468298464,-0.0783872023
"Triangle","SCAN","def2-QZVPP",4.8,"H",-0.3919112876,-0.4712822738,-0.0793709862
"Triangle","SCAN","def2-QZVPP",4.9,"H",-0.3938656609,-0.4741627318,-0.0802970709
"Triangle","SCAN","def2-QZVPP",5,"H",-0.3957728512,-0.4769432336,-0.0811703824
"Triangle","SCAN","def2-QZVPP",5.1,"H",-0.3976319065,-0.4796273075,-0.081995401
"Triangle","SCAN","def2-QZVPP",5.2,"H",-0.3994423652,-0.4822185878,-0.0827762226
"Triangle","SCAN","def2-QZVPP",5.3,"H",-0.4012041684,-0.4847207591,-0.0835165907
"Triangle","SCAN","def2-QZVPP",5.4,"H",-0.4029175837,-0.4871374773,-0.0842198936
"Triangle","SCAN","def2-QZVPP",5.5,"H",-0.4045831482,-0.4894723024,-0.0848891542
"Triangle","SCAN","def2-QZVPP",5.6,"H",-0.4062016067,-0.4917286821,-0.0855270754
"Triangle","SCAN","def2-QZVPP",5.7,"H",-0.4077738733,-0.4939099935,-0.0861361202
"Triangle","SCAN","def2-QZVPP",5.8,"H",-0.4093009854,-0.4960195266,-0.0867185412
"Triangle","SCAN","def2-QZVPP",5.9,"H",-0.4107840778,-0.4980604557,-0.0872763779
"Triangle","SCAN","def2-QZVPP",6,"H",-0.4122243531,-0.5000357875,-0.0878114344
"Triangle","SCAN","def2-QZVPP",6.1,"H",-0.4136230588,-0.5019483578,-0.088325299
"Triangle","SCAN","def2-QZVPP",6.2,"H",-0.4149814697,-0.5038008741,-0.0888194044
"Triangle","SCAN","def2-QZVPP",6.3,"H",-0.4163008739,-0.5055959474,-0.0892950735
"Triangle","SCAN","def2-QZVPP",6.4,"H",-0.4175825614,-0.5073360953,-0.0897535339
"Triangle","SCAN","def2-QZVPP",6.5,"H",-0.418827813,-0.5090237161,-0.0901959031
"Triangle","SCAN","def2-QZVPP",6.6,"H",-0.420037891,-0.5106610593,-0.0906231683000001
"Triangle","SCAN","def2-QZVPP",6.7,"H",-0.4212140366,-0.5122502359,-0.0910361993
"Triangle","SCAN","def2-QZVPP",6.8,"H",-0.4223574606,-0.5137932374,-0.0914357768
"Triangle","SCAN","def2-QZVPP",6.9,"H",-0.423469344,-0.5152919724,-0.0918226284
"Triangle","SCAN","def2-QZVPP",7,"H",-0.4245508331,-0.516748278,-0.0921974449
"Triangle","SCAN","def2-QZVPP",7.1,"H",-0.4256030361,-0.5181639133,-0.0925608772
"Triangle","SCAN","def2-QZVPP",7.2,"H",-0.4266270255,-0.5195405508,-0.0929135253
"Triangle","SCAN","def2-QZVPP",7.3,"H",-0.4276238335,-0.5208797586,-0.0932559251
"Triangle","SCAN","def2-QZVPP",7.4,"H",-0.4285944552,-0.5221830098,-0.0935885546
"Triangle","SCAN","def2-QZVPP",7.5,"H",-0.4295398472,-0.5234516947,-0.0939118475
"Triangle","SCAN","def2-QZVPP",7.6,"H",-0.4304609264,-0.5246871357,-0.0942262093
"Triangle","SCAN","def2-QZVPP",7.7,"H",-0.4313585744,-0.5258906044,-0.09453203
"Triangle","SCAN","def2-QZVPP",7.8,"H",-0.4322336356,-0.5270633211,-0.0948296855
"Triangle","SCAN","def2-QZVPP",7.9,"H",-0.433086919,-0.5282064564,-0.0951195374
"Triangle","SCAN","def2-QZVPP",8,"H",-0.4339192004,-0.5293211241,-0.0954019237
"Triangle","SCAN","def2-QZVPP",8.1,"H",-0.4347312209,-0.5304083752,-0.0956771543
"Triangle","SCAN","def2-QZVPP",8.2,"H",-0.435523692,-0.5314692032,-0.0959455112
"Triangle","SCAN","def2-QZVPP",8.3,"H",-0.4362972929,-0.5325045441,-0.0962072512
"Triangle","SCAN","def2-QZVPP",8.4,"H",-0.4370526751,-0.53351529,-0.0964626149
"Triangle","SCAN","def2-QZVPP",8.5,"H",-0.4377904623,-0.5345022945,-0.0967118322
"Triangle","SCAN","def2-QZVPP",8.6,"H",-0.4385112503,-0.5354663766,-0.0969551263
"Triangle","SCAN","def2-QZVPP",8.7,"H",-0.4392156112,-0.5364083271,-0.0971927158999999
"Triangle","SCAN","def2-QZVPP",8.8,"H",-0.4399040912,-0.537328904,-0.0974248128
"Triangle","SCAN","def2-QZVPP",8.9,"H",-0.4405772148,-0.5382288353,-0.0976516205
"Triangle","SCAN","def2-QZVPP",9,"H",-0.4412354843,-0.5391088152,-0.0978733309
"Triangle","SCAN","def2-QZVPP",9.1,"H",-0.44187938,-0.5399695015,-0.0980901215
"Triangle","SCAN","def2-QZVPP",9.2,"H",-0.4425093639,-0.5408115195,-0.0983021555999999
"Triangle","SCAN","def2-QZVPP",9.3,"H",-0.4431258773,-0.5416354619,-0.0985095846
"Triangle","SCAN","def2-QZVPP",9.4,"H",-0.4437293446,-0.5424418959,-0.0987125513
"Triangle","SCAN","def2-QZVPP",9.5,"H",-0.4443201729,-0.5432313661,-0.0989111932
"Triangle","SCAN","def2-QZVPP",9.6,"H",-0.4448987521,-0.5440043961,-0.0991056439999999
"Triangle","SCAN","def2-QZVPP",9.7,"H",-0.4454654575,-0.544761493,-0.0992960355
"Triangle","SCAN","def2-QZVPP",9.8,"H",-0.4460206483,-0.5455031442,-0.0994824959
"Triangle","SCAN","def2-QZVPP",9.9,"H",-0.4465646705,-0.546229821,-0.0996651505
"Triangle","SCAN","def2-QZVPP",10,"H",-0.4470978566,-0.5469419769,-0.0998441203
"Triangle","SCAN","def2-QZVPP",10.1,"H",-0.4476205252,-0.5476400458,-0.1000195206
"Triangle","SCAN","def2-QZVPP",10.2,"H",-0.4481329836,-0.548324446,-0.1001914624
"Triangle","SCAN","def2-QZVPP",10.3,"H",-0.4486355272,-0.5489955762,-0.100360049
"Triangle","SCAN","def2-QZVPP",10.4,"H",-0.4491284399,-0.5496538199,-0.10052538
"Triangle","SCAN","def2-QZVPP",10.5,"H",-0.4496119966,-0.550299546,-0.1006875494
"Triangle","SCAN","def2-QZVPP",10.6,"H",-0.4500864576,-0.5509331044,-0.1008466468
"Triangle","SCAN","def2-QZVPP",10.7,"H",-0.4505520781,-0.5515548363,-0.1010027582
"Triangle","SCAN","def2-QZVPP",10.8,"H",-0.4510091019,-0.5521650679,-0.101155966
"Triangle","SCAN","def2-QZVPP",10.9,"H",-0.4514577646,-0.5527641148,-0.1013063502
"Triangle","SCAN","def2-QZVPP",11,"H",-0.4518982928,-0.55335228,-0.1014539872
"Triangle","SCAN","def2-QZVPP",11.1,"H",-0.4523309055,-0.553929857,-0.1015989515
"Triangle","SCAN","def2-QZVPP",11.2,"H",-0.4527558139,-0.5544971288,-0.1017413149
"Triangle","SCAN","def2-QZVPP",11.3,"H",-0.4531732211,-0.5550543677,-0.1018811466
"Triangle","SCAN","def2-QZVPP",11.4,"H",-0.4535833242,-0.5556018378,-0.1020185136
"Triangle","SCAN","def2-QZVPP",11.5,"H",-0.4539863124,-0.5561397928,-0.1021534804
"Triangle","SCAN","def2-QZVPP",11.6,"H",-0.4543823693,-0.5566684788,-0.1022861095
"Triangle","SCAN","def2-QZVPP",11.7,"H",-0.4547716719,-0.5571881334,-0.1024164615
"Triangle","SCAN","def2-QZVPP",11.8,"H",-0.455154391,-0.5576989853,-0.1025445943
"Triangle","SCAN","def2-QZVPP",11.9,"H",-0.4555306922,-0.5582012567,-0.1026705645
"Triangle","SCAN","def2-QZVPP",12,"H",-0.4559007352,-0.5586951614,-0.1027944262
"Triangle","SCAN","def2-QZVPP",12.1,"H",-0.4562646747,-0.5591809069,-0.1029162322
"Triangle","SCAN","def2-QZVPP",12.2,"H",-0.4566226602,-0.5596586939,-0.1030360337
"Triangle","SCAN","def2-QZVPP",12.3,"H",-0.4569748365,-0.5601287158,-0.1031538793
"Triangle","SCAN","def2-QZVPP",12.4,"H",-0.4573213436,-0.5605911608,-0.1032698172
"Triangle","SCAN","def2-QZVPP",12.5,"H",-0.4576623172,-0.5610462102,-0.103383893
"Triangle","TPSS","def2-QZVPP",0.1,"H",11.729139652,11.730462097,0.00132244499999956
"Triangle","TPSS","def2-QZVPP",0.2,"H",4.2938336555,4.295495723,0.00166206749999986
"Triangle","TPSS","def2-QZVPP",0.3,"H",2.072262765,2.0732889718,0.00102620679999976
"Triangle","TPSS","def2-QZVPP",0.4,"H",1.0903157732,1.0904412105,0.000125437300000142
"Triangle","TPSS","def2-QZVPP",0.5,"H",0.5722151832,0.5711717565,-0.00104342670000002
"Triangle","TPSS","def2-QZVPP",0.6,"H",0.2688373739,0.2665641223,-0.00227325160000003
"Triangle","TPSS","def2-QZVPP",0.7,"H",0.078639359,0.0751177307,-0.00352162830000001
"Triangle","TPSS","def2-QZVPP",0.8,"H",-0.046463467,-0.0512605911,-0.0047971241
"Triangle","TPSS","def2-QZVPP",0.9,"H",-0.1316687581,-0.1377761645,-0.00610740639999999
"Triangle","TPSS","def2-QZVPP",1,"H",-0.1912312373,-0.1986851121,-0.00745387480000001
"Triangle","TPSS","def2-QZVPP",1.1,"H",-0.2337018991,-0.2425403524,-0.00883845329999999
"Triangle","TPSS","def2-QZVPP",1.2,"H",-0.2644459199,-0.2747142336,-0.0102683137
"Triangle","TPSS","def2-QZVPP",1.3,"H",-0.2869575543,-0.2987144306,-0.0117568763000001
"Triangle","TPSS","def2-QZVPP",1.4,"H",-0.3035830142,-0.316905804,-0.0133227898
"Triangle","TPSS","def2-QZVPP",1.5,"H",-0.3159368404,-0.3309224277,-0.0149855873
"Triangle","TPSS","def2-QZVPP",1.6,"H",-0.3251549611,-0.3419170737,-0.0167621126
"Triangle","TPSS","def2-QZVPP",1.7,"H",-0.3320530338,-0.3507196653,-0.0186666315
"Triangle","TPSS","def2-QZVPP",1.8,"H",-0.3372260881,-0.3579382326,-0.0207121445
"Triangle","TPSS","def2-QZVPP",1.9,"H",-0.3411136423,-0.3640235189,-0.0229098766
"Triangle","TPSS","def2-QZVPP",2,"H",-0.3440447707,-0.3693124099,-0.0252676392
"Triangle","TPSS","def2-QZVPP",2.1,"H",-0.3462691906,-0.3740585213,-0.0277893307
"Triangle","TPSS","def2-QZVPP",2.2,"H",-0.3479778455,-0.3784538049,-0.0304759594
"Triangle","TPSS","def2-QZVPP",2.3,"H",-0.3493170382,-0.3826437221,-0.0333266839
"Triangle","TPSS","def2-QZVPP",2.4,"H",-0.3503999628,-0.3867383913,-0.0363384285
"Triangle","TPSS","def2-QZVPP",2.5,"H",-0.351317645,-0.3908210202,-0.0395033752
"Triangle","TPSS","def2-QZVPP",2.6,"H",-0.3521489627,-0.3949533049,-0.0428043422
"Triangle","TPSS","def2-QZVPP",2.7,"H",-0.3529674699,-0.3991770057,-0.0462095358
"Triangle","TPSS","def2-QZVPP",2.8,"H",-0.3538423624,-0.4035121667,-0.0496698043
"Triangle","TPSS","def2-QZVPP",2.9,"H",-0.3548333674,-0.4079556049,-0.0531222375
"Triangle","TPSS","def2-QZVPP",3,"H",-0.355983272,-0.4124840002,-0.0565007282
"Triangle","TPSS","def2-QZVPP",3.1,"H",-0.3573133519,-0.4170623445,-0.0597489926
"Triangle","TPSS","def2-QZVPP",3.2,"H",-0.358824449,-0.4216526742,-0.0628282252
"Triangle","TPSS","def2-QZVPP",3.3,"H",-0.3605023719,-0.4262202305,-0.0657178586
"Triangle","TPSS","def2-QZVPP",3.4,"H",-0.3623244756,-0.4307367382,-0.0684122626000001
"Triangle","TPSS","def2-QZVPP",3.5,"H",-0.3642650519,-0.4351798853,-0.0709148334
"Triangle","TPSS","def2-QZVPP",3.6,"H",-0.3662987264,-0.4395330022,-0.0732342758
"Triangle","TPSS","def2-QZVPP",3.7,"H",-0.3684021804,-0.4437839674,-0.075381787
"Triangle","TPSS","def2-QZVPP",3.8,"H",-0.3705547744,-0.4479247187,-0.0773699443
"Triangle","TPSS","def2-QZVPP",3.9,"H",-0.3727386016,-0.4519502418,-0.0792116402
"Triangle","TPSS","def2-QZVPP",4,"H",-0.3749383094,-0.4558565549,-0.0809182455
"Triangle","TPSS","def2-QZVPP",4.1,"H",-0.3771408299,-0.4596420976,-0.0825012677
"Triangle","TPSS","def2-QZVPP",4.2,"H",-0.3793351269,-0.4633072878,-0.0839721609
"Triangle","TPSS","def2-QZVPP",4.3,"H",-0.3815119563,-0.4668528242,-0.0853408679
"Triangle","TPSS","def2-QZVPP",4.4,"H",-0.3836636521,-0.470280039,-0.0866163869
"Triangle","TPSS","def2-QZVPP",4.5,"H",-0.3857839494,-0.4735911881,-0.0878072387
"Triangle","TPSS","def2-QZVPP",4.6,"H",-0.3878678066,-0.4767888344,-0.0889210278
"Triangle","TPSS","def2-QZVPP",4.7,"H",-0.3899112617,-0.4798761716,-0.0899649099
"Triangle","TPSS","def2-QZVPP",4.8,"H",-0.3919112876,-0.4828567323,-0.0909454447
"Triangle","TPSS","def2-QZVPP",4.9,"H",-0.3938656609,-0.4857338455,-0.0918681846
"Triangle","TPSS","def2-QZVPP",5,"H",-0.3957728512,-0.4885109214,-0.0927380702
"Triangle","TPSS","def2-QZVPP",5.1,"H",-0.3976319065,-0.4911916896,-0.0935597831
"Triangle","TPSS","def2-QZVPP",5.2,"H",-0.3994423652,-0.4937800582,-0.094337693
"Triangle","TPSS","def2-QZVPP",5.3,"H",-0.4012041684,-0.496279765,-0.0950755966
"Triangle","TPSS","def2-QZVPP",5.4,"H",-0.4029175837,-0.4986943168,-0.0957767331
"Triangle","TPSS","def2-QZVPP",5.5,"H",-0.4045831482,-0.501027217,-0.0964440687999999
"Triangle","TPSS","def2-QZVPP",5.6,"H",-0.4062016067,-0.503281961,-0.0970803543
"Triangle","TPSS","def2-QZVPP",5.7,"H",-0.4077738733,-0.5054619173,-0.097688044
"Triangle","TPSS","def2-QZVPP",5.8,"H",-0.4093009854,-0.5075703598,-0.0982693744
"Triangle","TPSS","def2-QZVPP",5.9,"H",-0.4107840778,-0.5096103792,-0.0988263014
"Triangle","TPSS","def2-QZVPP",6,"H",-0.4122243531,-0.5115849443,-0.0993605912
"Triangle","TPSS","def2-QZVPP",6.1,"H",-0.4136230588,-0.5134968998,-0.099873841
"Triangle","TPSS","def2-QZVPP",6.2,"H",-0.4149814697,-0.5153489334,-0.1003674637
"Triangle","TPSS","def2-QZVPP",6.3,"H",-0.4163008739,-0.5171436194,-0.1008427455
"Triangle","TPSS","def2-QZVPP",6.4,"H",-0.4175825614,-0.5188834527,-0.1013008913
"Triangle","TPSS","def2-QZVPP",6.5,"H",-0.418827813,-0.5205708064,-0.1017429934
"Triangle","TPSS","def2-QZVPP",6.6,"H",-0.420037891,-0.5222079328,-0.1021700418
"Triangle","TPSS","def2-QZVPP",6.7,"H",-0.4212140366,-0.5237969493,-0.1025829127
"Triangle","TPSS","def2-QZVPP",6.8,"H",-0.4223574606,-0.5253398395,-0.1029823789
"Triangle","TPSS","def2-QZVPP",6.9,"H",-0.423469344,-0.5268384927,-0.1033691487
"Triangle","TPSS","def2-QZVPP",7,"H",-0.4245508331,-0.5282947292,-0.1037438961
"Triangle","TPSS","def2-QZVPP",7.1,"H",-0.4256030361,-0.5297103005,-0.1041072644
"Triangle","TPSS","def2-QZVPP",7.2,"H",-0.4266270255,-0.5310868805,-0.104459855
"Triangle","TPSS","def2-QZVPP",7.3,"H",-0.4276238335,-0.5324260458,-0.1048022123
"Triangle","TPSS","def2-QZVPP",7.4,"H",-0.4285944552,-0.5337292752,-0.10513482
"Triangle","TPSS","def2-QZVPP",7.5,"H",-0.4295398472,-0.5349979572,-0.10545811
"Triangle","TPSS","def2-QZVPP",7.6,"H",-0.4304609264,-0.5362334058,-0.1057724794
"Triangle","TPSS","def2-QZVPP",7.7,"H",-0.4313585744,-0.5374368837,-0.1060783093
"Triangle","TPSS","def2-QZVPP",7.8,"H",-0.4322336356,-0.5386096054,-0.1063759698
"Triangle","TPSS","def2-QZVPP",7.9,"H",-0.433086919,-0.5397527409,-0.1066658219
"Triangle","TPSS","def2-QZVPP",8,"H",-0.4339192004,-0.5408674073,-0.1069482069
"Triangle","TPSS","def2-QZVPP",8.1,"H",-0.4347312209,-0.5419546607,-0.1072234398
"Triangle","TPSS","def2-QZVPP",8.2,"H",-0.435523692,-0.5430154989,-0.1074918069
"Triangle","TPSS","def2-QZVPP",8.3,"H",-0.4362972929,-0.544050859,-0.1077535661
"Triangle","TPSS","def2-QZVPP",8.4,"H",-0.4370526751,-0.5450616307,-0.1080089556
"Triangle","TPSS","def2-QZVPP",8.5,"H",-0.4377904623,-0.5460486631,-0.1082582008
"Triangle","TPSS","def2-QZVPP",8.6,"H",-0.4385112503,-0.5470127709,-0.1085015206
"Triangle","TPSS","def2-QZVPP",8.7,"H",-0.4392156112,-0.5479547418,-0.1087391306
"Triangle","TPSS","def2-QZVPP",8.8,"H",-0.4399040912,-0.5488753333,-0.1089712421
"Triangle","TPSS","def2-QZVPP",8.9,"H",-0.4405772148,-0.5497752744,-0.1091980596
"Triangle","TPSS","def2-QZVPP",9,"H",-0.4412354843,-0.5506552623,-0.109419778
"Triangle","TPSS","def2-QZVPP",9.1,"H",-0.44187938,-0.5515159583,-0.1096365783
"Triangle","TPSS","def2-QZVPP",9.2,"H",-0.4425093639,-0.5523579905,-0.1098486266
"Triangle","TPSS","def2-QZVPP",9.3,"H",-0.4431258773,-0.5531819522,-0.1100560749
"Triangle","TPSS","def2-QZVPP",9.4,"H",-0.4437293446,-0.5539884092,-0.1102590646
"Triangle","TPSS","def2-QZVPP",9.5,"H",-0.4443201729,-0.5547779034,-0.1104577305
"Triangle","TPSS","def2-QZVPP",9.6,"H",-0.4448987521,-0.5555509552,-0.1106522031
"Triangle","TPSS","def2-QZVPP",9.7,"H",-0.4454654575,-0.5563080692,-0.1108426117
"Triangle","TPSS","def2-QZVPP",9.8,"H",-0.4460206483,-0.557049731,-0.1110290827
"Triangle","TPSS","def2-QZVPP",9.9,"H",-0.4465646705,-0.5577764116,-0.1112117411
"Triangle","TPSS","def2-QZVPP",10,"H",-0.4470978566,-0.5584885648,-0.1113907082
"Triangle","TPSS","def2-QZVPP",10.1,"H",-0.4476205252,-0.5591866267,-0.1115661015
"Triangle","TPSS","def2-QZVPP",10.2,"H",-0.4481329836,-0.5598710173,-0.1117380337
"Triangle","TPSS","def2-QZVPP",10.3,"H",-0.4486355272,-0.5605421376,-0.1119066104
"Triangle","TPSS","def2-QZVPP",10.4,"H",-0.4491284399,-0.5612003731,-0.1120719332
"Triangle","TPSS","def2-QZVPP",10.5,"H",-0.4496119966,-0.5618460938,-0.1122340972
"Triangle","TPSS","def2-QZVPP",10.6,"H",-0.4500864576,-0.56247965,-0.1123931924
"Triangle","TPSS","def2-QZVPP",10.7,"H",-0.4505520781,-0.5631013832,-0.1125493051
"Triangle","TPSS","def2-QZVPP",10.8,"H",-0.4510091019,-0.5637116192,-0.1127025173
"Triangle","TPSS","def2-QZVPP",10.9,"H",-0.4514577646,-0.564310673,-0.1128529084
"Triangle","TPSS","def2-QZVPP",11,"H",-0.4518982928,-0.5648988473,-0.1130005545
"Triangle","TPSS","def2-QZVPP",11.1,"H",-0.4523309055,-0.5654764348,-0.1131455293
"Triangle","TPSS","def2-QZVPP",11.2,"H",-0.4527558139,-0.5660437182,-0.1132879043
"Triangle","TPSS","def2-QZVPP",11.3,"H",-0.4531732211,-0.5666009693,-0.1134277482
"Triangle","TPSS","def2-QZVPP",11.4,"H",-0.4535833242,-0.567148452,-0.1135651278
"Triangle","TPSS","def2-QZVPP",11.5,"H",-0.4539863124,-0.5676864196,-0.1137001072
"Triangle","TPSS","def2-QZVPP",11.6,"H",-0.4543823693,-0.5682151182,-0.1138327489
"Triangle","TPSS","def2-QZVPP",11.7,"H",-0.4547716719,-0.568734785,-0.1139631131
"Triangle","TPSS","def2-QZVPP",11.8,"H",-0.455154391,-0.5692456489,-0.1140912579
"Triangle","TPSS","def2-QZVPP",11.9,"H",-0.4555306922,-0.569747932,-0.1142172398
"Triangle","TPSS","def2-QZVPP",12,"H",-0.4559007352,-0.5702418479,-0.1143411127
"Triangle","TPSS","def2-QZVPP",12.1,"H",-0.4562646747,-0.5707276041,-0.1144629294
"Triangle","TPSS","def2-QZVPP",12.2,"H",-0.4566226602,-0.5712054014,-0.1145827412
"Triangle","TPSS","def2-QZVPP",12.3,"H",-0.4569748365,-0.5716754331,-0.1147005966
"Triangle","TPSS","def2-QZVPP",12.4,"H",-0.4573213436,-0.5721378875,-0.1148165439
"Triangle","TPSS","def2-QZVPP",12.5,"H",-0.4576623172,-0.5725929457,-0.1149306285
"Triangle","wB97M-V","def2-QZVPP",0.1,"H",11.729139652,11.7455703234,0.0164306714000002
"Triangle","wB97M-V","def2-QZVPP",0.2,"H",4.2938336555,4.3153907489,0.0215570933999993
"Triangle","wB97M-V","def2-QZVPP",0.3,"H",2.072262765,2.096873667,0.024610902
"Triangle","wB97M-V","def2-QZVPP",0.4,"H",1.0903157732,1.116037145,0.0257213718
"Triangle","wB97M-V","def2-QZVPP",0.5,"H",0.5722151832,0.5980642236,0.0258490404
"Triangle","wB97M-V","def2-QZVPP",0.6,"H",0.2688373739,0.2941747334,0.0253373595
"Triangle","wB97M-V","def2-QZVPP",0.7,"H",0.078639359,0.1029804257,0.0243410667
"Triangle","wB97M-V","def2-QZVPP",0.8,"H",-0.046463467,-0.0235172574,0.0229462096
"Triangle","wB97M-V","def2-QZVPP",0.9,"H",-0.1316687581,-0.1104587844,0.0212099737
"Triangle","wB97M-V","def2-QZVPP",1,"H",-0.1912312373,-0.1720448844,0.0191863529
"Triangle","wB97M-V","def2-QZVPP",1.1,"H",-0.2337018991,-0.2167870093,0.0169148898
"Triangle","wB97M-V","def2-QZVPP",1.2,"H",-0.2644459199,-0.2500157024,0.0144302175
"Triangle","wB97M-V","def2-QZVPP",1.3,"H",-0.2869575543,-0.2751821452,0.0117754091
"Triangle","wB97M-V","def2-QZVPP",1.4,"H",-0.3035830142,-0.2945864165,0.0089965977
"Triangle","wB97M-V","def2-QZVPP",1.5,"H",-0.3159368404,-0.3098085761,0.00612826429999996
"Triangle","wB97M-V","def2-QZVPP",1.6,"H",-0.3251549611,-0.3219654298,0.00318953129999999
"Triangle","wB97M-V","def2-QZVPP",1.7,"H",-0.3320530338,-0.3318602102,0.000192823600000003
"Triangle","wB97M-V","def2-QZVPP",1.8,"H",-0.3372260881,-0.3400734828,-0.00284739470000001
"Triangle","wB97M-V","def2-QZVPP",1.9,"H",-0.3411136423,-0.3470253994,-0.00591175709999997
"Triangle","wB97M-V","def2-QZVPP",2,"H",-0.3440447707,-0.3530215988,-0.0089768281
"Triangle","wB97M-V","def2-QZVPP",2.1,"H",-0.3462691906,-0.3582865376,-0.012017347
"Triangle","wB97M-V","def2-QZVPP",2.2,"H",-0.3479778455,-0.3629864529,-0.0150086074
"Triangle","wB97M-V","def2-QZVPP",2.3,"H",-0.3493170382,-0.3672452106,-0.0179281724
"Triangle","wB97M-V","def2-QZVPP",2.4,"H",-0.3503999628,-0.3711543955,-0.0207544327
"Triangle","wB97M-V","def2-QZVPP",2.5,"H",-0.351317645,-0.3747811214,-0.0234634764
"Triangle","wB97M-V","def2-QZVPP",2.6,"H",-0.3521489627,-0.3781746419,-0.0260256792
"Triangle","wB97M-V","def2-QZVPP",2.7,"H",-0.3529674699,-0.3813720322,-0.0284045623
"Triangle","wB97M-V","def2-QZVPP",2.8,"H",-0.3538423624,-0.3844091586,-0.0305667962
"Triangle","wB97M-V","def2-QZVPP",2.9,"H",-0.3548333674,-0.3873253624,-0.032491995
"Triangle","wB97M-V","def2-QZVPP",3,"H",-0.355983272,-0.3901572231,-0.0341739511
"Triangle","wB97M-V","def2-QZVPP",3.1,"H",-0.3573133519,-0.3929476924,-0.0356343405
"Triangle","wB97M-V","def2-QZVPP",3.2,"H",-0.358824449,-0.3957216123,-0.0368971633
"Triangle","wB97M-V","def2-QZVPP",3.3,"H",-0.3605023719,-0.3984816485,-0.0379792766
"Triangle","wB97M-V","def2-QZVPP",3.4,"H",-0.3623244756,-0.4012420941,-0.0389176185
"Triangle","wB97M-V","def2-QZVPP",3.5,"H",-0.3642650519,-0.4039862995,-0.0397212476
"Triangle","wB97M-V","def2-QZVPP",3.6,"H",-0.3662987264,-0.406701014,-0.0404022876
"Triangle","wB97M-V","def2-QZVPP",3.7,"H",-0.3684021804,-0.4093938515,-0.0409916711
"Triangle","wB97M-V","def2-QZVPP",3.8,"H",-0.3705547744,-0.4120471784,-0.041492404
"Triangle","wB97M-V","def2-QZVPP",3.9,"H",-0.3727386016,-0.4146465577,-0.0419079561
"Triangle","wB97M-V","def2-QZVPP",4,"H",-0.3749383094,-0.4171999384,-0.042261629
"Triangle","wB97M-V","def2-QZVPP",4.1,"H",-0.3771408299,-0.4197045963,-0.0425637664
"Triangle","wB97M-V","def2-QZVPP",4.2,"H",-0.3793351269,-0.4221475979,-0.042812471
"Triangle","wB97M-V","def2-QZVPP",4.3,"H",-0.3815119563,-0.424529847,-0.0430178907
"Triangle","wB97M-V","def2-QZVPP",4.4,"H",-0.3836636521,-0.4268557829,-0.0431921308
"Triangle","wB97M-V","def2-QZVPP",4.5,"H",-0.3857839494,-0.4291217586,-0.0433378092
"Triangle","wB97M-V","def2-QZVPP",4.6,"H",-0.3878678066,-0.4313255162,-0.0434577096
"Triangle","wB97M-V","def2-QZVPP",4.7,"H",-0.3899112617,-0.4334683365,-0.0435570748
"Triangle","wB97M-V","def2-QZVPP",4.8,"H",-0.3919112876,-0.4355517681,-0.0436404805
"Triangle","wB97M-V","def2-QZVPP",4.9,"H",-0.3938656609,-0.4375762437,-0.0437105828
"Triangle","wB97M-V","def2-QZVPP",5,"H",-0.3957728512,-0.4395414327,-0.0437685815
"Triangle","wB97M-V","def2-QZVPP",5.1,"H",-0.3976319065,-0.4414488674,-0.0438169609
"Triangle","wB97M-V","def2-QZVPP",5.2,"H",-0.3994423652,-0.4432998755,-0.0438575103
"Triangle","wB97M-V","def2-QZVPP",5.3,"H",-0.4012041684,-0.4450960922,-0.0438919238
"Triangle","wB97M-V","def2-QZVPP",5.4,"H",-0.4029175837,-0.4468384202,-0.0439208364999999
"Triangle","wB97M-V","def2-QZVPP",5.5,"H",-0.4045831482,-0.4485281864,-0.0439450382
"Triangle","wB97M-V","def2-QZVPP",5.6,"H",-0.4062016067,-0.4501669989,-0.0439653922
