"System","Functional","BasisSet","Distance","Nucleus","HF_Energy","DFA_Energy","SIE_estimate"
"Linear 5","TPSS","def2-QZVPP",9.9,"H",-0.3173548641,-0.4256186887,-0.1082638246
"Linear 5","TPSS","def2-QZVPP",10,"H",-0.3191811452,-0.4276527196,-0.1084715744
"Linear 5","TPSS","def2-QZVPP",10.1,"H",-0.3209712626,-0.4296464712,-0.1086752086
"Linear 5","TPSS","def2-QZVPP",10.2,"H",-0.3227262798,-0.4316011367,-0.1088748569
"Linear 5","TPSS","def2-QZVPP",10.3,"H",-0.3244472191,-0.4335178608,-0.1090706417
"Linear 5","TPSS","def2-QZVPP",10.4,"H",-0.3261350636,-0.4353977415,-0.1092626779
"Linear 5","TPSS","def2-QZVPP",10.5,"H",-0.3277907588,-0.4372418328,-0.109451074
"Linear 5","TPSS","def2-QZVPP",10.6,"H",-0.3294152146,-0.4390511467,-0.1096359321
"Linear 5","TPSS","def2-QZVPP",10.7,"H",-0.3310093068,-0.4408266564,-0.1098173496
"Linear 5","TPSS","def2-QZVPP",10.8,"H",-0.332573879,-0.4425692982,-0.1099954192
"Linear 5","TPSS","def2-QZVPP",10.9,"H",-0.3341097435,-0.4442799745,-0.110170231
"Linear 5","TPSS","def2-QZVPP",11,"H",-0.3356176832,-0.4459595547,-0.1103418715
"Linear 5","TPSS","def2-QZVPP",11.1,"H",-0.337098453,-0.4476088772,-0.1105104242
"Linear 5","TPSS","def2-QZVPP",11.2,"H",-0.3385527805,-0.4492287512,-0.1106759707
"Linear 5","TPSS","def2-QZVPP",11.3,"H",-0.3399813678,-0.4508199571,-0.1108385893
"Linear 5","TPSS","def2-QZVPP",11.4,"H",-0.3413848922,-0.452383249,-0.1109983568
"Linear 5","TPSS","def2-QZVPP",11.5,"H",-0.3427640076,-0.453919354,-0.1111553464
"Linear 5","TPSS","def2-QZVPP",11.6,"H",-0.3441193452,-0.4554289749,-0.1113096297
"Linear 5","TPSS","def2-QZVPP",11.7,"H",-0.3454515146,-0.4569127902,-0.1114612756
"Linear 5","TPSS","def2-QZVPP",11.8,"H",-0.346761105,-0.4583714561,-0.1116103511
"Linear 5","TPSS","def2-QZVPP",11.9,"H",-0.3480486855,-0.4598056065,-0.111756921
"Linear 5","TPSS","def2-QZVPP",12,"H",-0.3493148064,-0.4612158538,-0.1119010474
"Linear 5","TPSS","def2-QZVPP",12.1,"H",-0.3505599997,-0.4649389574,-0.1143789577
"Linear 5","TPSS","def2-QZVPP",12.2,"H",-0.35178478,-0.4663532777,-0.1145684977
"Linear 5","TPSS","def2-QZVPP",12.3,"H",-0.3529896453,-0.4653090078,-0.1123193625
"Linear 5","TPSS","def2-QZVPP",12.4,"H",-0.3541750772,-0.4691140422,-0.114938965
"Linear 5","TPSS","def2-QZVPP",12.5,"H",-0.3553415423,-0.4647216697,-0.1093801274
"Linear 5","wB97M-V","def2-QZVPP",0.1,"H",25.7349725606,25.754486111,0.0195135503999992
"Linear 5","wB97M-V","def2-QZVPP",0.2,"H",11.0019742314,11.0193461205,0.0173718890999996
"Linear 5","wB97M-V","def2-QZVPP",0.3,"H",6.5570072377,6.5706159794,0.0136087417000006
"Linear 5","wB97M-V","def2-QZVPP",0.4,"H",4.4956258381,4.5055900726,0.00996423450000083
"Linear 5","wB97M-V","def2-QZVPP",0.5,"H",3.3317045042,3.3384128182,0.00670831399999994
"Linear 5","wB97M-V","def2-QZVPP",0.6,"H",2.5944585004,2.5982782163,0.00381971590000019
"Linear 5","wB97M-V","def2-QZVPP",0.7,"H",2.0906050112,2.0918130275,0.00120801630000011
"Linear 5","wB97M-V","def2-QZVPP",0.8,"H",1.7270562584,1.725871152,-0.00118510639999991
"Linear 5","wB97M-V","def2-QZVPP",0.9,"H",1.4538109035,1.4504046109,-0.00340629260000003
"Linear 5","wB97M-V","def2-QZVPP",1,"H",1.2417848301,1.2362950623,-0.0054897678000001
"Linear 5","wB97M-V","def2-QZVPP",1.1,"H",1.0729756864,1.0655085342,-0.00746715220000005
"Linear 5","wB97M-V","def2-QZVPP",1.2,"H",0.9356768041,0.9263152561,-0.009361548
"Linear 5","wB97M-V","def2-QZVPP",1.3,"H",0.8219759376,0.8107890894,-0.0111868481999999
"Linear 5","wB97M-V","def2-QZVPP",1.4,"H",0.7263514538,0.713399688,-0.0129517658
"Linear 5","wB97M-V","def2-QZVPP",1.5,"H",0.644841257,0.6301817257,-0.0146595313
"Linear 5","wB97M-V","def2-QZVPP",1.6,"H",0.5745340981,0.558222872,-0.0163112261
"Linear 5","wB97M-V","def2-QZVPP",1.7,"H",0.5132473748,0.495339941,-0.0179074338
"Linear 5","wB97M-V","def2-QZVPP",1.8,"H",0.4593160011,0.4398695838,-0.0194464173
"Linear 5","wB97M-V","def2-QZVPP",1.9,"H",0.4114500049,0.3905272979,-0.020922707
"Linear 5","wB97M-V","def2-QZVPP",2,"H",0.3686358008,0.3463083434,-0.0223274574
"Linear 5","wB97M-V","def2-QZVPP",2.1,"H",0.3300662488,0.3064156059,-0.0236506429
"Linear 5","wB97M-V","def2-QZVPP",2.2,"H",0.2950904159,0.270207771,-0.0248826449
"Linear 5","wB97M-V","def2-QZVPP",2.3,"H",0.2631771371,0.2371618462,-0.0260152909
"Linear 5","wB97M-V","def2-QZVPP",2.4,"H",0.2338886089,0.2068472474,-0.0270413615
"Linear 5","wB97M-V","def2-QZVPP",2.5,"H",0.2068616329,0.178905129,-0.0279565039
"Linear 5","wB97M-V","def2-QZVPP",2.6,"H",0.1817945746,0.153033563,-0.0287610116
"Linear 5","wB97M-V","def2-QZVPP",2.7,"H",0.1584379881,0.1289849411,-0.029453047
"Linear 5","wB97M-V","def2-QZVPP",2.8,"H",0.1365869843,0.1065427255,-0.0300442588
"Linear 5","wB97M-V","def2-QZVPP",2.9,"H",0.1160740826,0.0855397569,-0.0305343257
"Linear 5","wB97M-V","def2-QZVPP",3,"H",0.0967623265,0.0658235971,-0.0309387294
"Linear 5","wB97M-V","def2-QZVPP",3.1,"H",0.0785389624,0.0472751644,-0.031263798
"Linear 5","wB97M-V","def2-QZVPP",3.2,"H",0.0613100681,0.0297901652,-0.0315199029
"Linear 5","wB97M-V","def2-QZVPP",3.3,"H",0.0449962525,0.0132736191,-0.0317226334
"Linear 5","wB97M-V","def2-QZVPP",3.4,"H",0.0295293224,-0.0023486694,-0.0318779918
"Linear 5","wB97M-V","def2-QZVPP",3.5,"H",0.0148497266,-0.0171497774,-0.031999504
"Linear 5","wB97M-V","def2-QZVPP",3.6,"H",0.0009046051,-0.0311941392,-0.0320987443
"Linear 5","wB97M-V","def2-QZVPP",3.7,"H",-0.0123536819,-0.0445339978,-0.0321803159
"Linear 5","wB97M-V","def2-QZVPP",3.8,"H",-0.0249686371,-0.0572217803,-0.0322531432
"Linear 5","wB97M-V","def2-QZVPP",3.9,"H",-0.0369803957,-0.06930454,-0.0323241443
"Linear 5","wB97M-V","def2-QZVPP",4,"H",-0.0484262535,-0.0808224142,-0.0323961607
"Linear 5","wB97M-V","def2-QZVPP",4.1,"H",-0.0593410191,-0.0918130168,-0.0324719977
"Linear 5","wB97M-V","def2-QZVPP",4.2,"H",-0.0697572476,-0.1023119338,-0.0325546862
"Linear 5","wB97M-V","def2-QZVPP",4.3,"H",-0.0797054014,-0.1123500279,-0.0326446265
"Linear 5","wB97M-V","def2-QZVPP",4.4,"H",-0.0892139706,-0.1219561315,-0.0327421609
"Linear 5","wB97M-V","def2-QZVPP",4.5,"H",-0.0983095745,-0.1311569586,-0.0328473841
"Linear 5","wB97M-V","def2-QZVPP",4.6,"H",-0.1070170556,-0.1399768804,-0.0329598248
"Linear 5","wB97M-V","def2-QZVPP",4.7,"H",-0.1153595731,-0.148438151,-0.0330785779
"Linear 5","wB97M-V","def2-QZVPP",4.8,"H",-0.123358697,-0.1565626392,-0.0332039422
"Linear 5","wB97M-V","def2-QZVPP",4.9,"H",-0.1310345035,-0.1643677468,-0.0333332433
"Linear 5","wB97M-V","def2-QZVPP",5,"H",-0.1384056699,-0.1718722355,-0.0334665656
"Linear 5","wB97M-V","def2-QZVPP",5.1,"H",-0.1454895686,-0.1790921749,-0.0336026063
"Linear 5","wB97M-V","def2-QZVPP",5.2,"H",-0.1523023585,-0.1860432124,-0.0337408539
"Linear 5","wB97M-V","def2-QZVPP",5.3,"H",-0.158859073,-0.1927394719,-0.0338803989
"Linear 5","wB97M-V","def2-QZVPP",5.4,"H",-0.1651737031,-0.1991943147,-0.0340206116
"Linear 5","wB97M-V","def2-QZVPP",5.5,"H",-0.1712592766,-0.2054200762,-0.0341607996
"Linear 5","wB97M-V","def2-QZVPP",5.6,"H",-0.177127932,-0.2114283996,-0.0343004676
"Linear 5","wB97M-V","def2-QZVPP",5.7,"H",-0.1827909865,-0.2172302229,-0.0344392364
"Linear 5","wB97M-V","def2-QZVPP",5.8,"H",-0.1882590004,-0.2228357441,-0.0345767437
"Linear 5","wB97M-V","def2-QZVPP",5.9,"H",-0.1935418357,-0.2282544689,-0.0347126332
"Linear 5","wB97M-V","def2-QZVPP",6,"H",-0.1986487098,-0.2334953289,-0.0348466191
"Linear 5","wB97M-V","def2-QZVPP",6.1,"H",-0.2035882457,-0.2385666889,-0.0349784432
"Linear 5","wB97M-V","def2-QZVPP",6.2,"H",-0.2083685175,-0.2434764598,-0.0351079423
"Linear 5","wB97M-V","def2-QZVPP",6.3,"H",-0.2129970919,-0.2482320934,-0.0352350015
"Linear 5","wB97M-V","def2-QZVPP",6.4,"H",-0.217481067,-0.2528405801,-0.0353595131
"Linear 5","wB97M-V","def2-QZVPP",6.5,"H",-0.2218271071,-0.2573085383,-0.0354814312
"Linear 5","wB97M-V","def2-QZVPP",6.6,"H",-0.2260414746,-0.2616421977,-0.0356007231
"Linear 5","wB97M-V","def2-QZVPP",6.7,"H",-0.23013006,-0.2658474442,-0.0357173842
"Linear 5","wB97M-V","def2-QZVPP",6.8,"H",-0.2340984085,-0.2699298332,-0.0358314247
"Linear 5","wB97M-V","def2-QZVPP",6.9,"H",-0.2379517445,-0.2738946063,-0.0359428618
"Linear 5","wB97M-V","def2-QZVPP",7,"H",-0.241694995,-0.2777467257,-0.0360517307
"Linear 5","wB97M-V","def2-QZVPP",7.1,"H",-0.2453328094,-0.2814924967,-0.0361596873
"Linear 5","wB97M-V","def2-QZVPP",7.2,"H",-0.2488695797,-0.2851330268,-0.0362634471
"Linear 5","wB97M-V","def2-QZVPP",7.3,"H",-0.2523094572,-0.2886742565,-0.0363647993
"Linear 5","wB97M-V","def2-QZVPP",7.4,"H",-0.2556563692,-0.2921201552,-0.036463786
"Linear 5","wB97M-V","def2-QZVPP",7.5,"H",-0.2589140336,-0.2954744743,-0.0365604407
"Linear 5","wB97M-V","def2-QZVPP",7.6,"H",-0.2620859729,-0.2987407717,-0.0366547988
"Linear 5","wB97M-V","def2-QZVPP",7.7,"H",-0.2651755265,-0.3019224333,-0.0367469068
"Linear 5","wB97M-V","def2-QZVPP",7.8,"H",-0.2681858628,-0.3050226882,-0.0368368254
"Linear 5","wB97M-V","def2-QZVPP",7.9,"H",-0.2711199897,-0.3080446185,-0.0369246288
"Linear 5","wB97M-V","def2-QZVPP",8,"H",-0.273980765,-0.31099116,-0.037010395
"Linear 5","wB97M-V","def2-QZVPP",8.1,"H",-0.2767709052,-0.313865105,-0.0370941998
"Linear 5","wB97M-V","def2-QZVPP",8.2,"H",-0.2794929943,-0.3166691051,-0.0371761108
"Linear 5","wB97M-V","def2-QZVPP",8.3,"H",-0.2821494918,-0.3194056796,-0.0372561878
"Linear 5","wB97M-V","def2-QZVPP",8.4,"H",-0.2847427426,-0.3220772272,-0.0373344846
"Linear 5","wB97M-V","def2-QZVPP",8.5,"H",-0.2872749743,-0.3246860277,-0.0374110534
"Linear 5","wB97M-V","def2-QZVPP",8.6,"H",-0.2897483177,-0.3272342622,-0.0374859445
"Linear 5","wB97M-V","def2-QZVPP",8.7,"H",-0.2921648032,-0.3297240119,-0.0375592087
"Linear 5","wB97M-V","def2-QZVPP",8.8,"H",-0.2945263691,-0.3321572651,-0.037630896
"Linear 5","wB97M-V","def2-QZVPP",8.9,"H",-0.2968348667,-0.3345359215,-0.0377010548
"Linear 5","wB97M-V","def2-QZVPP",9,"H",-0.2990920648,-0.3368617965,-0.0377697317
"Linear 5","wB97M-V","def2-QZVPP",9.1,"H",-0.3012996546,-0.3391366251,-0.0378369705
"Linear 5","wB97M-V","def2-QZVPP",9.2,"H",-0.3034592537,-0.3413620656,-0.0379028119
"Linear 5","wB97M-V","def2-QZVPP",9.3,"H",-0.3055724102,-0.3435397031,-0.0379672929
"Linear 5","wB97M-V","def2-QZVPP",9.4,"H",-0.3076406062,-0.3456710534,-0.0380304472
"Linear 5","wB97M-V","def2-QZVPP",9.5,"H",-0.3096652615,-0.3477575677,-0.0380923062
"Linear 5","wB97M-V","def2-QZVPP",9.6,"H",-0.3116477368,-0.3498006385,-0.0381529017
"Linear 5","wB97M-V","def2-QZVPP",9.7,"H",-0.3135893366,-0.3518016032,-0.0382122666
"Linear 5","wB97M-V","def2-QZVPP",9.8,"H",-0.3154913121,-0.3537617488,-0.0382704367
"Linear 5","wB97M-V","def2-QZVPP",9.9,"H",-0.3173548641,-0.3556823132,-0.0383274491
"Linear 5","wB97M-V","def2-QZVPP",10,"H",-0.3191811452,-0.3575644879,-0.0383833427
"Linear 5","wB97M-V","def2-QZVPP",10.1,"H",-0.3209712626,-0.3594094183,-0.0384381557
"Linear 5","wB97M-V","def2-QZVPP",10.2,"H",-0.3227262798,-0.3612182055,-0.0384919257
"Linear 5","wB97M-V","def2-QZVPP",10.3,"H",-0.3244472191,-0.3629919078,-0.0385446887
"Linear 5","wB97M-V","def2-QZVPP",10.4,"H",-0.3261350636,-0.3647315417,-0.0385964781
"Linear 5","wB97M-V","def2-QZVPP",10.5,"H",-0.3277907588,-0.3664380839,-0.0386473251
"Linear 5","wB97M-V","def2-QZVPP",10.6,"H",-0.3294152146,-0.3681124722,-0.0386972576
"Linear 5","wB97M-V","def2-QZVPP",10.7,"H",-0.3310093068,-0.3697556078,-0.038746301
"Linear 5","wB97M-V","def2-QZVPP",10.8,"H",-0.332573879,-0.3713683566,-0.0387944776
"Linear 5","wB97M-V","def2-QZVPP",10.9,"H",-0.3341097435,-0.3729515521,-0.0388418086
"Linear 5","wB97M-V","def2-QZVPP",11,"H",-0.3356176832,-0.3745059968,-0.0388883136
"Linear 5","wB97M-V","def2-QZVPP",11.1,"H",-0.337098453,-0.3760324644,-0.0389340114
"Linear 5","wB97M-V","def2-QZVPP",11.2,"H",-0.3385527805,-0.3775317011,-0.0389789206
"Linear 5","wB97M-V","def2-QZVPP",11.3,"H",-0.3399813678,-0.3790044267,-0.0390230589
"Linear 5","wB97M-V","def2-QZVPP",11.4,"H",-0.3413848922,-0.3804513387,-0.0390664465
"Linear 5","wB97M-V","def2-QZVPP",11.5,"H",-0.3427640076,-0.3818731069,-0.0391090993
"Linear 5","wB97M-V","def2-QZVPP",11.6,"H",-0.3441193452,-0.383270381,-0.0391510358
"Linear 5","wB97M-V","def2-QZVPP",11.7,"H",-0.3454515146,-0.3846437877,-0.0391922731
"Linear 5","wB97M-V","def2-QZVPP",11.8,"H",-0.346761105,-0.3859939332,-0.0392328282
"Linear 5","wB97M-V","def2-QZVPP",11.9,"H",-0.3480486855,-0.3873214035,-0.039272718
"Linear 5","wB97M-V","def2-QZVPP",12,"H",-0.3493148064,-0.3886267641,-0.0393119577
"Linear 5","wB97M-V","def2-QZVPP",12.1,"H",-0.3505599997,-0.3899105631,-0.0393505634
"Linear 5","wB97M-V","def2-QZVPP",12.2,"H",-0.35178478,-0.3911733302,-0.0393885502
"Linear 5","wB97M-V","def2-QZVPP",12.3,"H",-0.3529896453,-0.3924155779,-0.0394259326
"Linear 5","wB97M-V","def2-QZVPP",12.4,"H",-0.3541750772,-0.3936378024,-0.0394627252
"Linear 5","wB97M-V","def2-QZVPP",12.5,"H",-0.3553415423,-0.394840484,-0.0394989417
"Linear 5","PBE0","def2-QZVPP",0.1,"H",25.7349725606,25.7484097617,0.0134372011000004
"Linear 5","PBE0","def2-QZVPP",0.2,"H",11.0019742314,11.0054030124,0.00342878100000021
"Linear 5","PBE0","def2-QZVPP",0.3,"H",6.5570072377,6.5541198294,-0.00288740829999945
"Linear 5","PBE0","def2-QZVPP",0.4,"H",4.4956258381,4.4885108268,-0.00711501129999981
"Linear 5","PBE0","def2-QZVPP",0.5,"H",3.3317045042,3.321533409,-0.0101710952
"Linear 5","PBE0","def2-QZVPP",0.6,"H",2.5944585004,2.5819262014,-0.0125322990000001
"Linear 5","PBE0","def2-QZVPP",0.7,"H",2.0906050112,2.0761525259,-0.0144524853000001
"Linear 5","PBE0","def2-QZVPP",0.8,"H",1.7270562584,1.7109624693,-0.0160937890999999
"Linear 5","PBE0","def2-QZVPP",0.9,"H",1.4538109035,1.4362476331,-0.0175632703999999
"Linear 5","PBE0","def2-QZVPP",1,"H",1.2417848301,1.2228533297,-0.0189315004000001
"Linear 5","PBE0","def2-QZVPP",1.1,"H",1.0729756864,1.0527329125,-0.0202427739
"Linear 5","PBE0","def2-QZVPP",1.2,"H",0.9356768041,0.9141488639,-0.0215279401999999
"Linear 5","PBE0","def2-QZVPP",1.3,"H",0.8219759376,0.7991690659,-0.0228068717
"Linear 5","PBE0","def2-QZVPP",1.4,"H",0.7263514538,0.7022531215,-0.0240983323
"Linear 5","PBE0","def2-QZVPP",1.5,"H",0.644841257,0.6194258992,-0.0254153577999999
"Linear 5","PBE0","def2-QZVPP",1.6,"H",0.5745340981,0.5477617687,-0.0267723294
"Linear 5","PBE0","def2-QZVPP",1.7,"H",0.5132473748,0.4850629518,-0.0281844230000001
"Linear 5","PBE0","def2-QZVPP",1.8,"H",0.4593160011,0.42965952,-0.0296564811
"Linear 5","PBE0","def2-QZVPP",1.9,"H",0.4114500049,0.3802653635,-0.0311846414
"Linear 5","PBE0","def2-QZVPP",2,"H",0.3686358008,0.3358654776,-0.0327703232
"Linear 5","PBE0","def2-QZVPP",2.1,"H",0.3300662488,0.2956541071,-0.0344121417
"Linear 5","PBE0","def2-QZVPP",2.2,"H",0.2950904159,0.2589927711,-0.0360976448
"Linear 5","PBE0","def2-QZVPP",2.3,"H",0.2631771371,0.2253654344,-0.0378117027
"Linear 5","PBE0","def2-QZVPP",2.4,"H",0.2338886089,0.1943513298,-0.0395372791
"Linear 5","PBE0","def2-QZVPP",2.5,"H",0.2068616329,0.1656012472,-0.0412603857
"Linear 5","PBE0","def2-QZVPP",2.6,"H",0.1817945746,0.1388382361,-0.0429563385
"Linear 5","PBE0","def2-QZVPP",2.7,"H",0.1584379881,0.1138300537,-0.0446079344
"Linear 5","PBE0","def2-QZVPP",2.8,"H",0.1365869843,0.0903918262,-0.0461951581
"Linear 5","PBE0","def2-QZVPP",2.9,"H",0.1160740826,0.068366032,-0.0477080506
"Linear 5","PBE0","def2-QZVPP",3,"H",0.0967623265,0.0476226413,-0.0491396852
"Linear 5","PBE0","def2-QZVPP",3.1,"H",0.0785389624,0.028049848,-0.0504891144
"Linear 5","PBE0","def2-QZVPP",3.2,"H",0.0613100681,0.0095509713,-0.0517590968
"Linear 5","PBE0","def2-QZVPP",3.3,"H",0.0449962525,-0.0079583388,-0.0529545913
"Linear 5","PBE0","def2-QZVPP",3.4,"H",0.0295293224,-0.0245525152,-0.0540818376
"Linear 5","PBE0","def2-QZVPP",3.5,"H",0.0148497266,-0.0402990459,-0.0551487725
"Linear 5","PBE0","def2-QZVPP",3.6,"H",0.0009046051,-0.055258052,-0.0561626571
"Linear 5","PBE0","def2-QZVPP",3.7,"H",-0.0123536819,-0.0694833482,-0.0571296663
"Linear 5","PBE0","def2-QZVPP",3.8,"H",-0.0249686371,-0.083024829,-0.0580561919
"Linear 5","PBE0","def2-QZVPP",3.9,"H",-0.0369803957,-0.0959270184,-0.0589466227
"Linear 5","PBE0","def2-QZVPP",4,"H",-0.0484262535,-0.1082339826,-0.0598077291
"Linear 5","PBE0","def2-QZVPP",4.1,"H",-0.0593410191,-0.1199800085,-0.0606389894
"Linear 5","PBE0","def2-QZVPP",4.2,"H",-0.0697572476,-0.1312022209,-0.0614449733
"Linear 5","PBE0","def2-QZVPP",4.3,"H",-0.0797054014,-0.1419324961,-0.0622270947
"Linear 5","PBE0","def2-QZVPP",4.4,"H",-0.0892139706,-0.1522004861,-0.0629865155
"Linear 5","PBE0","def2-QZVPP",4.5,"H",-0.0983095745,-0.162034345,-0.0637247705
"Linear 5","PBE0","def2-QZVPP",4.6,"H",-0.1070170556,-0.171458516,-0.0644414604
"Linear 5","PBE0","def2-QZVPP",4.7,"H",-0.1153595731,-0.1804962398,-0.0651366667
"Linear 5","PBE0","def2-QZVPP",4.8,"H",-0.123358697,-0.1891724407,-0.0658137437
"Linear 5","PBE0","def2-QZVPP",4.9,"H",-0.1310345035,-0.1975047117,-0.0664702082
"Linear 5","PBE0","def2-QZVPP",5,"H",-0.1384056699,-0.2055125331,-0.0671068632
"Linear 5","PBE0","def2-QZVPP",5.1,"H",-0.1454895686,-0.2132147983,-0.0677252297
"Linear 5","PBE0","def2-QZVPP",5.2,"H",-0.1523023585,-0.2206269742,-0.0683246157
"Linear 5","PBE0","def2-QZVPP",5.3,"H",-0.158859073,-0.2277654055,-0.0689063325
"Linear 5","PBE0","def2-QZVPP",5.4,"H",-0.1651737031,-0.2346435593,-0.0694698562
"Linear 5","PBE0","def2-QZVPP",5.5,"H",-0.1712592766,-0.2412759454,-0.0700166688
"Linear 5","PBE0","def2-QZVPP",5.6,"H",-0.177127932,-0.2476738605,-0.0705459285
"Linear 5","PBE0","def2-QZVPP",5.7,"H",-0.1827909865,-0.2538509581,-0.0710599716
"Linear 5","PBE0","def2-QZVPP",5.8,"H",-0.1882590004,-0.2598160141,-0.0715570137
"Linear 5","PBE0","def2-QZVPP",5.9,"H",-0.1935418357,-0.2655816321,-0.0720397964
"Linear 5","PBE0","def2-QZVPP",6,"H",-0.1986487098,-0.2711566033,-0.0725078935
"Linear 5","PBE0","def2-QZVPP",6.1,"H",-0.2035882457,-0.2765504972,-0.0729622515
"Linear 5","PBE0","def2-QZVPP",6.2,"H",-0.2083685175,-0.2817729187,-0.0734044012
"Linear 5","PBE0","def2-QZVPP",6.3,"H",-0.2129970919,-0.2868264958,-0.0738294039
"Linear 5","PBE0","def2-QZVPP",6.4,"H",-0.217481067,-0.2917249903,-0.0742439233
"Linear 5","PBE0","def2-QZVPP",6.5,"H",-0.2218271071,-0.2964734392,-0.0746463321
"Linear 5","PBE0","def2-QZVPP",6.6,"H",-0.2260414746,-0.301078799,-0.0750373244
"Linear 5","PBE0","def2-QZVPP",6.7,"H",-0.23013006,-0.3055468521,-0.0754167921
"Linear 5","PBE0","def2-QZVPP",6.8,"H",-0.2340984085,-0.3098841353,-0.0757857268
"Linear 5","PBE0","def2-QZVPP",6.9,"H",-0.2379517445,-0.3140967411,-0.0761449966
"Linear 5","PBE0","def2-QZVPP",7,"H",-0.241694995,-0.3181871032,-0.0764921082
"Linear 5","PBE0","def2-QZVPP",7.1,"H",-0.2453328094,-0.3221660759,-0.0768332665
"Linear 5","PBE0","def2-QZVPP",7.2,"H",-0.2488695797,-0.3260320935,-0.0771625138
"Linear 5","PBE0","def2-QZVPP",7.3,"H",-0.2523094572,-0.3297916327,-0.0774821755
"Linear 5","PBE0","def2-QZVPP",7.4,"H",-0.2556563692,-0.3334510665,-0.0777946973
"Linear 5","PBE0","def2-QZVPP",7.5,"H",-0.2589140336,-0.3370117362,-0.0780977026
"Linear 5","PBE0","def2-QZVPP",7.6,"H",-0.2620859729,-0.3404804594,-0.0783944865
"Linear 5","PBE0","def2-QZVPP",7.7,"H",-0.2651755265,-0.3438576514,-0.0786821249
"Linear 5","PBE0","def2-QZVPP",7.8,"H",-0.2681858628,-0.3471480289,-0.0789621661
"Linear 5","PBE0","def2-QZVPP",7.9,"H",-0.2711199897,-0.3503559545,-0.0792359648
"Linear 5","PBE0","def2-QZVPP",8,"H",-0.273980765,-0.3534837446,-0.0795029796
"Linear 5","PBE0","def2-QZVPP",8.1,"H",-0.2767709052,-0.3565343948,-0.0797634896
"Linear 5","PBE0","def2-QZVPP",8.2,"H",-0.2794929943,-0.3595102403,-0.080017246
"Linear 5","PBE0","def2-QZVPP",8.3,"H",-0.2821494918,-0.3624148746,-0.0802653828
"Linear 5","PBE0","def2-QZVPP",8.4,"H",-0.2847427426,-0.3652502129,-0.0805074703
"Linear 5","PBE0","def2-QZVPP",8.5,"H",-0.2872749743,-0.3680186602,-0.0807436859
"Linear 5","PBE0","def2-QZVPP",8.6,"H",-0.2897483177,-0.3707228605,-0.0809745428
"Linear 5","PBE0","def2-QZVPP",8.7,"H",-0.2921648032,-0.373365028,-0.0812002248
"Linear 5","PBE0","def2-QZVPP",8.8,"H",-0.2945263691,-0.3759468202,-0.0814204511
"Linear 5","PBE0","def2-QZVPP",8.9,"H",-0.2968348667,-0.37847136,-0.0816364933
"Linear 5","PBE0","def2-QZVPP",9,"H",-0.2990920648,-0.3809388894,-0.0818468246
"Linear 5","PBE0","def2-QZVPP",9.1,"H",-0.3012996546,-0.3833528784,-0.0820532238
"Linear 5","PBE0","def2-QZVPP",9.2,"H",-0.3034592537,-0.3857140664,-0.0822548127
"Linear 5","PBE0","def2-QZVPP",9.3,"H",-0.3055724102,-0.3880248243,-0.0824524141
"Linear 5","PBE0","def2-QZVPP",9.4,"H",-0.3076406062,-0.3902860151,-0.0826454089
"Linear 5","PBE0","def2-QZVPP",9.5,"H",-0.3096652615,-0.3924997948,-0.0828345333
"Linear 5","PBE0","def2-QZVPP",9.6,"H",-0.3116477368,-0.3946674561,-0.0830197193
"Linear 5","PBE0","def2-QZVPP",9.7,"H",-0.3135893366,-0.3967903578,-0.0832010212
"Linear 5","PBE0","def2-QZVPP",9.8,"H",-0.3154913121,-0.3988698878,-0.0833785757
"Linear 5","PBE0","def2-QZVPP",9.9,"H",-0.3173548641,-0.4009073685,-0.0835525044
"Linear 5","PBE0","def2-QZVPP",10,"H",-0.3191811452,-0.4029041122,-0.083722967
"Linear 5","PBE0","def2-QZVPP",10.1,"H",-0.3209712626,-0.4048614244,-0.0838901618
"Linear 5","PBE0","def2-QZVPP",10.2,"H",-0.3227262798,-0.4067802869,-0.0840540071
"Linear 5","PBE0","def2-QZVPP",10.3,"H",-0.3244472191,-0.4086622536,-0.0842150345
"Linear 5","PBE0","def2-QZVPP",10.4,"H",-0.3261350636,-0.4105073776,-0.084372314
"Linear 5","PBE0","def2-QZVPP",10.5,"H",-0.3277907588,-0.4123176643,-0.0845269055
"Linear 5","PBE0","def2-QZVPP",10.6,"H",-0.3294152146,-0.414094684,-0.0846794694
"Linear 5","PBE0","def2-QZVPP",10.7,"H",-0.3310093068,-0.3975358143,-0.0665265075
"Linear 5","PBE0","def2-QZVPP",10.8,"H",-0.332573879,-0.3992232996,-0.0666494206
"Linear 5","PBE0","def2-QZVPP",10.9,"H",-0.3341097435,-0.4008798485,-0.066770105
"Linear 5","PBE0","def2-QZVPP",11,"H",-0.3356176832,-0.4025062859,-0.0668886027
"Linear 5","PBE0","def2-QZVPP",11.1,"H",-0.337098453,-0.4041034315,-0.0670049785
"Linear 5","PBE0","def2-QZVPP",11.2,"H",-0.3385527805,-0.4056720987,-0.0671193182
"Linear 5","PBE0","def2-QZVPP",11.3,"H",-0.3399813678,-0.4072129626,-0.0672315948
"Linear 5","PBE0","def2-QZVPP",11.4,"H",-0.3413848922,-0.4087268553,-0.0673419631
"Linear 5","PBE0","def2-QZVPP",11.5,"H",-0.3427640076,-0.4102144291,-0.0674504215
