Distance HF_Energy DFA_Energy Coefficient Exponent
3.85 0.7700070800 0.6787831847 110.6486316 99.46566
3.90 0.7551247187 0.6623594327 111.9486163 98.85565
3.95 0.7405433408 0.6462973444 113.1516245 98.24564
4.00 0.7262549134 0.6305874309 114.2590240 97.63563
4.05 0.7122515955 0.6152201463 115.2723244 97.02562
4.10 0.6985258560 0.6001860985 116.1938706 96.41561
4.15 0.6850705749 0.5854762846 117.0254758 95.80560
4.20 0.6718787619 0.5710819597 117.7691626 95.19559
4.25 0.6589438443 0.5569948628 118.4265899 94.58558
4.30 0.6462593882 0.5432067155 118.9997030 93.97557
4.35 0.6338191976 0.5297093346 119.4908702 93.36556
4.40 0.6216174005 0.5164948012 119.9032588 92.75555
4.45 0.6096481888 0.5035552360 120.2395190 92.14553
4.50 0.5979060793 0.4908831616 119.7668483 91.53552
4.55 0.5863856622 0.4784713574 119.4656755 90.92551
4.60 0.5750816915 0.4663128528 119.6753654 90.31550
4.65 0.5639891683 0.4544008823 119.3914077 89.70549
4.70 0.5531031079 0.4427286685 118.5519472 89.09548
4.75 0.5424187811 0.4312897326 120.8029109 88.48547
4.80 0.5319314904 0.4200776781 120.6778996 87.87546
4.85 0.5216366580 0.4090862964 120.4976163 87.26545
4.90 0.5115299047 0.3983097150 120.2642493 86.65544
4.95 0.5016068423 0.3877421952 119.9798075 86.04543
5.00 0.4918632981 0.3773782523 119.6462713 85.43542
5.05 0.4822950874 0.3672123993 119.2657250 84.82541
5.10 0.4728982301 0.3572394095 118.8402084 84.21540
5.15 0.4636687573 0.3474541240 118.3720979 83.60539
5.20 0.4546027939 0.3378515433 117.8631090 82.99538
5.25 0.4456966296 0.3284268971 117.3154035 82.38537
5.30 0.4369465397 0.3191754756 116.7305940 81.77535
5.35 0.4283489850 0.3100928614 116.1102126 81.16534
5.40 0.4199004359 0.3011746842 115.4558760 80.55533
5.45 0.4115974474 0.2924166848 114.7687673 79.94532
5.50 0.4034367253 0.2838147997 114.0505992 79.33531
5.55 0.3954149631 0.2753649921 113.3028322 78.72530
5.60 0.3875290244 0.2670634451 112.5268470 78.11529
5.65 0.3797757819 0.2589063893 111.7239551 77.50528
5.70 0.3721521858 0.2508901704 110.8954588 76.89527
5.75 0.3646553260 0.2430113237 110.0426700 76.28526
5.80 0.3572822800 0.2352664186 109.1666567 75.67525
5.85 0.3500302809 0.2276522100 108.2683153 75.06524
5.90 0.3428965707 0.2201654795 107.3487306 74.45523
5.95 0.3358784614 0.2128031056 106.4091424 73.84522
6.00 0.3289733922 0.2055621225 105.4504062 73.23521
6.05 0.3221787900 0.1984395729 104.4735889 72.62520
6.10 0.3154922240 0.1914326692 103.4795914 72.01518
6.15 0.3089112688 0.1845386478 102.4694403 71.40517
6.20 0.3024335624 0.1777548285 101.4439249 70.79516
6.25 0.2960568580 0.1710786730 100.4038960 70.18515
6.30 0.2897788951 0.1645076478 99.3502208 69.57514
6.35 0.2835975424 0.1580393651 98.2836989 68.96513
6.40 0.2775106714 0.1516714505 97.2049873 68.35512
6.45 0.2715162097 0.1454016003 96.1149267 67.74511
6.50 0.2656121878 0.1392276282 95.0143881 67.13510
6.55 0.2597966224 0.1331473440 93.9037350 66.52509
6.60 0.2540676465 0.1271586879 92.7840582 65.91508
6.65 0.2484233772 0.1212595921 91.6558331 65.30507
6.70 0.2428620438 0.1154481136 90.5197733 64.69506
6.75 0.2373818745 0.1097223159 89.3766376 64.08505
6.80 0.2319811437 0.1040803203 88.2268299 63.47504
6.85 0.2266582161 0.0985203491 87.0712286 62.86503
6.90 0.2214114384 0.0930406106 85.9101768 62.25502
6.95 0.2162392592 0.0876394244 84.7443250 61.64500
7.00 0.2111401233 0.0823151109 83.5743492 61.03499
7.05 0.2061125156 0.0770660368 82.4007369 60.42498
7.10 0.2011550023 0.0718906576 81.2239800 59.81497
7.15 0.1962661304 0.0667874120 80.0445760 59.20496
7.20 0.1914445396 0.0617548388 78.8632201 58.59495
7.25 0.1866888616 0.0567914721 77.6802631 57.98494
7.30 0.1819977652 0.0518958867 76.4962334 57.37493
7.35 0.1773699914 0.0470667367 75.3116061 56.76492
7.40 0.1728042613 0.0423026584 74.1268323 56.15491
7.45 0.1682993791 0.0376023778 72.9422719 55.54490
7.50 0.1638541411 0.0329646145 71.7586955 54.93489
7.55 0.1594673739 0.0283881213 70.5761778 54.32488
7.60 0.1551379703 0.0238717223 69.3952146 53.71487
7.65 0.1508648026 0.0194142212 68.2162806 53.10486
7.70 0.1466468164 0.0150145000 67.0397981 52.49485
7.75 0.1424829503 0.0106714343 65.8660603 51.88483
7.80 0.1383721685 0.0063839272 64.6954193 51.27482
7.85 0.1343134946 0.0021509452 63.5283027 50.66481
7.90 0.1303059307 -0.0020285668 62.3651691 50.05480
7.95 0.1263485480 -0.0061555906 61.2062531 49.44479
8.00 0.1224404064 -0.0102311184 60.0518462 48.83478
8.05 0.1185805889 -0.0142561171 58.9023452 48.22477
8.10 0.1147682328 -0.0182314962 57.7580337 47.61476
8.15 0.1110024529 -0.0221581875 56.6193569 47.00475
8.20 0.1072824274 -0.0260370563 55.4862616 46.39474
8.25 0.1036073122 -0.0298689904 54.3594752 45.78473
8.30 0.0999763241 -0.0336548138 53.2389912 45.17472
8.35 0.0963886676 -0.0373953628 52.1251746 44.56471
8.40 0.0928435658 -0.0410914539 51.0183059 43.95470
8.45 0.0893402897 -0.0447438538 49.9187227 43.34469
8.50 0.0858780875 -0.0483533522 48.8263640 42.73468
8.55 0.0824562640 -0.0519206798 47.7417916 42.12466
8.60 0.0790741101 -0.0554465810 46.6651208 41.51465
8.65 0.0757309338 -0.0589317824 45.5967549 40.90464
8.70 0.0724260864 -0.0623769645 44.5365818 40.29463
8.75 0.0691588966 -0.0657828312 43.4851156 39.68462
8.80 0.0659287450 -0.0691500316 42.4422393 39.07461
8.85 0.0627349986 -0.0724792290 41.4085044 38.46460
8.90 0.0595770386 -0.0757710715 40.3839891 37.85459
8.95 0.0564542862 -0.0790261650 39.3688081 37.24458
9.00 0.0533661405 -0.0822451388 38.3630975 36.63457
9.05 0.0503120482 -0.0854285721 37.3671361 36.02456
9.10 0.0472914421 -0.0885770586 36.3812024 35.41455
9.15 0.0443037677 -0.0916911789 35.4051430 34.80454
9.20 0.0413485073 -0.0947714750 34.4394384 34.19453
9.25 0.0384251210 -0.0978185118 33.4840071 33.58452
9.30 0.0355331135 -0.1008328080 32.5391800 32.97451
9.35 0.0326719754 -0.1038148967 31.6049722 32.36450
9.40 0.0298412080 -0.1067652993 30.6815646 31.75448
9.45 0.0270403474 -0.1096845016 29.7690351 31.14447
9.50 0.0242689069 -0.1125730118 28.8676681 30.53446
9.55 0.0215264422 -0.1154318664 27.9773379 29.92445
9.60 0.0188124941 -0.1182603827 27.0983863 29.31444
9.65 0.0161266136 -0.1210596214 26.2307608 28.70443
9.70 0.0134683831 -0.1238300187 25.3746766 28.09442
9.75 0.0108373637 -0.1265720327 24.5302094 27.48441
9.80 0.0082331551 -0.1292860814 23.6975140 26.87440
9.85 0.0056553356 -0.1319726051 22.8766731 26.26439
9.90 0.0031035211 -0.1346320047 22.0677077 25.65438
9.95 0.0005773134 -0.1372646961 21.2707551 25.04437
10.00 -0.0019236774 -0.1398710864 20.4858523 24.43436
10.05 -0.0043998127 -0.1424515529 19.7132944 23.82435
10.10 -0.0068514744 -0.1450064945 18.9529198 23.21434
10.15 -0.0092790095 -0.1475362735 18.2050088 22.60433
10.20 -0.0116827780 -0.1500412665 17.4694990 21.99431
10.25 -0.0140631351 -0.1525218434 16.7466041 21.38430
10.30 -0.0164204067 -0.1549783452 16.0362738 20.77429
10.35 -0.0187549398 -0.1574111345 15.3386366 20.16428
10.40 -0.0210670484 -0.1598205394 14.6538250 19.55427
10.45 -0.0233570602 -0.1622069024 13.9819853 18.94426
10.50 -0.0256252966 -0.1645705591 13.3230781 18.33425
10.55 -0.0278720537 -0.1669118193 12.6771316 17.72424
10.60 -0.0300976474 -0.1692310130 12.0445726 17.11423
10.65 -0.0323023626 -0.1715284381 11.4250753 16.50422
10.70 -0.0344864977 -0.1738044063 10.8188790 15.89421
10.75 -0.0366503454 -0.1760592233 10.2261076 15.28420
10.80 -0.0387941746 -0.1782931701 9.6468100 14.67419
10.85 -0.0409182737 -0.1805065480 9.0811724 14.06418
10.90 -0.0430229016 -0.1826996272 8.5290081 13.45417
10.95 -0.0451083305 -0.1848726920 7.9905784 12.84416
11.00 -0.0471748277 -0.1870260211 7.4659216 12.23415
11.05 -0.0492226379 -0.1891598702 6.9550138 11.62413
11.10 -0.0512520247 -0.1912745141 6.4583146 11.01412
11.15 -0.0532632242 -0.1933701991 5.9754696 10.40411
11.20 -0.0552564851 -0.1954471846 5.5069847 9.79410
11.25 -0.0572320518 -0.1975057255 5.0529864 9.18409
11.30 -0.0591901478 -0.1995460547 4.6135796 8.57408
11.35 -0.0611310144 -0.2015684239 4.1889589 7.96407
11.40 -0.0630548671 -0.2035730579 3.7794159 7.35406
11.45 -0.0649619392 -0.2055601999 3.3850679 6.74405
11.50 -0.0668524386 -0.2075300666 3.0061805 6.13404
11.55 -0.0687265854 -0.2094828875 2.6431815 5.52403
11.60 -0.0705845961 -0.2114188883 2.2961434 4.91402
11.65 -0.0724266675 -0.2133382743 1.9655405 4.30401
11.70 -0.0742530142 -0.2152412691 1.6517141 3.69400
11.75 -0.0760638263 -0.2171280711 1.3551113 3.08399
11.80 -0.0778593061 -0.2189988910 1.0763132 2.47398
11.85 -0.0796396524 -0.2208539363 0.8161817 1.86396
11.90 -0.0814050456 -0.2226933951 0.5753903 1.25395
11.95 -0.0831556832 -0.2245174733 0.3546087 0.64394
12.00 -0.0848917394 -0.2263263526 0.1521340 0.03393
12.05 -0.0866134005 -0.2281202271 0.1522296 0.03393
12.10 -0.0883208492 -0.2298992877 0.1523121 0.03393
12.15 -0.0900142516 -0.2316637072 0.1523910 0.03393
12.20 -0.0916937895 -0.2334136754 0.1524658 0.03393
12.25 -0.0933596230 -0.2351493591 0.1525408 0.03393
12.30 -0.0950119237 -0.2368709373 0.1526155 0.03393
12.35 -0.0966508603 -0.2385785861 0.1526892 0.03393
12.40 -0.0982765851 -0.2402724642 0.1527613 0.03393
12.45 -0.0998892662 -0.2419527470 0.1528612 0.03393
12.50 -0.1014890509 -0.2436195879 0.1529102 0.03393
