Distance HF_Energy DFA_Energy Coefficient Exponent
7.02 -0.5000413078 -0.5890230349 5.5092563 14.80000
7.04 -0.5000403067 -0.5890762851 5.5139789 14.80000
7.06 -0.5000393304 -0.5891292399 5.5187017 14.80000
7.08 -0.5000383782 -0.5891819016 5.5234289 14.80000
7.10 -0.5000374492 -0.5892342724 5.5281145 14.80000
7.12 -0.5000365429 -0.5892863548 5.5327709 14.80000
7.14 -0.5000356585 -0.5893381510 5.5371707 14.80000
7.16 -0.5000347955 -0.5893896633 5.5419815 14.80000
7.18 -0.5000339531 -0.5894408940 5.5465120 14.80000
7.20 -0.5000331309 -0.5894918454 5.5510582 14.80000
7.22 -0.5000323281 -0.5895425196 5.5554401 14.80000
7.24 -0.5000315443 -0.5895929189 5.5598764 14.80000
7.26 -0.5000307788 -0.5896430454 5.5644677 14.80000
7.28 -0.5000300312 -0.5896929014 5.5689178 14.80000
7.30 -0.5000293009 -0.5897424888 5.5734309 14.80000
7.32 -0.5000285875 -0.5897918098 5.5777473 14.80000
7.34 -0.5000278904 -0.5898408664 5.5821527 14.80000
7.36 -0.5000272092 -0.5898896606 5.5864910 14.80000
7.38 -0.5000265435 -0.5899381944 5.5909580 14.80000
7.40 -0.5000258927 -0.5899864696 5.5950508 14.80000
7.42 -0.5000252565 -0.5900344883 5.5994720 14.80000
7.44 -0.5000246345 -0.5900822522 5.6037307 14.80000
7.46 -0.5000240262 -0.5901297632 5.6080930 14.80000
7.48 -0.5000234314 -0.5901770234 5.6121205 14.80000
7.50 -0.5000228495 -0.5902240344 5.6162428 14.80000
7.52 -0.5000222803 -0.5902707982 5.6206590 14.80000
7.54 -0.5000217233 -0.5903173165 5.6249364 14.80000
7.56 -0.5000211783 -0.5903635913 5.6290158 14.80000
7.58 -0.5000206450 -0.5904096242 5.6331476 14.80000
7.60 -0.5000201229 -0.5904554172 5.6372259 14.80000
7.62 -0.5000196119 -0.5905009720 5.6412166 14.80000
7.64 -0.5000191115 -0.5905462903 5.6453190 14.80000
7.66 -0.5000186214 -0.5905913740 5.6492481 14.80000
7.68 -0.5000181416 -0.5906362250 5.6533656 14.80000
7.70 -0.5000176716 -0.5906808450 5.6573108 14.80000
7.72 -0.5000172113 -0.5907252358 5.6615125 14.80000
7.74 -0.5000167603 -0.5907693991 5.6654464 14.80000
7.76 -0.5000163183 -0.5908133367 5.6693287 14.80000
7.78 -0.5000158853 -0.5908570504 5.6731966 14.80000
7.80 -0.5000154608 -0.5909005418 5.6772033 14.80000
7.82 -0.5000150447 -0.5909438127 5.6810658 14.80000
7.84 -0.5000146368 -0.5909868648 5.6850331 14.80000
7.86 -0.5000142368 -0.5910296997 5.6888273 14.80000
7.88 -0.5000138446 -0.5910723192 5.6928024 14.80000
7.90 -0.5000134600 -0.5911147248 5.6964866 14.80000
7.92 -0.5000130827 -0.5911569181 5.7002519 14.80000
7.94 -0.5000127125 -0.5911989008 5.7040627 14.80000
7.96 -0.5000123494 -0.5912406744 5.7078674 14.80000
7.98 -0.5000119930 -0.5912822403 5.7116738 14.80000
8.00 -0.5000116433 -0.5913236002 5.7153514 14.80000
8.02 -0.5000113000 -0.5913647554 5.7190525 14.80000
8.04 -0.5000109631 -0.5914057074 5.7228921 14.80000
8.06 -0.5000106323 -0.5914464577 5.7264587 14.80000
8.08 -0.5000103075 -0.5914870076 5.7300861 14.80000
8.10 -0.5000099885 -0.5915273586 5.7338236 14.80000
8.12 -0.5000096753 -0.5915675120 5.7376104 14.80000
8.14 -0.5000093676 -0.5916074692 5.7411770 14.80000
8.16 -0.5000090653 -0.5916472316 5.7447424 14.80000
8.18 -0.5000087683 -0.5916868004 5.7483371 14.80000
8.20 -0.5000084765 -0.5917261772 5.7518342 14.80000
8.22 -0.5000081897 -0.5917653631 5.7554225 14.80000
8.24 -0.5000079079 -0.5918043595 5.7589152 14.80000
8.26 -0.5000076309 -0.5918431677 5.7625785 14.80000
8.28 -0.5000073585 -0.5918817891 5.7658553 14.80000
8.30 -0.5000070907 -0.5919202250 5.7694261 14.80000
8.32 -0.5000068274 -0.5919584766 5.7727905 14.80000
8.34 -0.5000065685 -0.5919965453 5.7765346 14.80000
8.36 -0.5000063138 -0.5920344325 5.7797860 14.80000
8.38 -0.5000060633 -0.5920721393 5.7832514 14.80000
8.40 -0.5000058169 -0.5921096672 5.7866145 14.80000
8.42 -0.5000055745 -0.5921470174 5.7900992 14.80000
8.44 -0.5000053359 -0.5921841912 5.7934737 14.80000
8.46 -0.5000051012 -0.5922211899 5.7968023 14.80000
8.48 -0.5000048701 -0.5922580148 5.8001717 14.80000
8.50 -0.5000046427 -0.5922946671 5.8034684 14.80000
8.52 -0.5000044188 -0.5923311481 5.8067796 14.80000
8.54 -0.5000041984 -0.5923674590 5.8100452 14.80000
8.56 -0.5000039814 -0.5924036011 5.8134059 14.80000
8.58 -0.5000037677 -0.5924395755 5.8166652 14.80000
8.60 -0.5000035573 -0.5924753834 5.8199697 14.80000
8.62 -0.5000033500 -0.5925110261 5.8233458 14.80000
8.64 -0.5000031459 -0.5925465045 5.8266191 14.80000
8.66 -0.5000029447 -0.5925818200 5.8297969 14.80000
8.68 -0.5000027466 -0.5926169736 5.8330191 14.80000
8.70 -0.5000025514 -0.5926519664 5.8361451 14.80000
8.72 -0.5000023590 -0.5926867994 5.8392670 14.80000
8.74 -0.5000021694 -0.5927214737 5.8426129 14.80000
8.76 -0.5000019825 -0.5927559905 5.8458204 14.80000
8.78 -0.5000017984 -0.5927903506 5.8488094 14.80000
8.80 -0.5000016168 -0.5928245551 5.8519468 14.80000
8.82 -0.5000014378 -0.5928586051 5.8550322 14.80000
8.84 -0.5000012613 -0.5928925015 5.8582504 14.80000
8.86 -0.5000010873 -0.5929262453 5.8612710 14.80000
8.88 -0.5000009157 -0.5929598374 5.8645328 14.80000
8.90 -0.5000007465 -0.5929932790 5.8673391 14.80000
8.92 -0.5000005796 -0.5930265708 5.8704257 14.80000
8.94 -0.5000004149 -0.5930597140 5.8734586 14.80000
8.96 -0.5000002525 -0.5930927093 5.8765727 14.80000
8.98 -0.5000000923 -0.5931255579 5.8795775 14.80000
9.00 -0.4999999342 -0.5931582605 5.8825194 14.80000
9.02 -0.4999997782 -0.5931908183 5.8856526 14.80000
9.04 -0.4999996243 -0.5932232320 5.8884481 14.80000
9.06 -0.4999994723 -0.5932555028 5.8914779 14.80000
9.08 -0.4999993224 -0.5932876314 5.8944810 14.80000
9.10 -0.4999991744 -0.5933196189 5.8974051 14.80000
9.12 -0.4999990284 -0.5933514661 5.9003948 14.80000
9.14 -0.4999988842 -0.5933831741 5.9032360 14.80000
9.16 -0.4999987418 -0.5934147437 5.9061194 14.80000
9.18 -0.4999986012 -0.5934461759 5.9090567 14.80000
9.20 -0.4999984625 -0.5934774715 5.9119390 14.80000
9.22 -0.4999983254 -0.5935086316 5.9147021 14.80000
9.24 -0.4999981901 -0.5935396570 5.9176266 14.80000
9.26 -0.4999980564 -0.5935705487 5.9205472 14.80000
9.28 -0.4999979244 -0.5936013074 5.9235429 14.80000
9.30 -0.4999977940 -0.5936319342 5.9262785 14.80000
9.32 -0.4999976652 -0.5936624299 5.9290773 14.80000
9.34 -0.4999975380 -0.5936927953 5.9318171 14.80000
9.36 -0.4999974123 -0.5937230313 5.9345963 14.80000
9.38 -0.4999972881 -0.5937531388 5.9375283 14.80000
9.40 -0.4999971654 -0.5937831186 5.9401112 14.80000
9.42 -0.4999970441 -0.5938129714 5.9428582 14.80000
9.44 -0.4999969243 -0.5938426982 5.9455949 14.80000
9.46 -0.4999968059 -0.5938722997 5.9483336 14.80000
9.48 -0.4999966889 -0.5939017767 5.9510558 14.80000
9.50 -0.4999965733 -0.5939311299 5.9538172 14.80000
9.52 -0.4999964590 -0.5939603602 5.9565465 14.80000
9.54 -0.4999963460 -0.5939894682 5.9592020 14.80000
9.56 -0.4999962343 -0.5940184547 5.9619071 14.80000
9.58 -0.4999961239 -0.5940473205 5.9646040 14.80000
9.60 -0.4999960148 -0.5940760663 5.9673042 14.80000
9.62 -0.4999959069 -0.5941046927 5.9699753 14.80000
9.64 -0.4999958002 -0.5941332005 5.9727487 14.80000
9.66 -0.4999956947 -0.5941615904 5.9752936 14.80000
9.68 -0.4999955904 -0.5941898631 5.9779492 14.80000
9.70 -0.4999954872 -0.5942180193 5.9803632 14.80000
9.72 -0.4999953852 -0.5942460596 5.9830783 14.80000
9.74 -0.4999952843 -0.5942739847 5.9857877 14.80000
9.76 -0.4999951845 -0.5943017953 5.9882205 14.80000
9.78 -0.4999950859 -0.5943294921 5.9907675 14.80000
9.80 -0.4999949883 -0.5943570758 5.9933292 14.80000
9.82 -0.4999948917 -0.5943845469 5.9958837 14.80000
9.84 -0.4999947962 -0.5944119062 5.9984366 14.80000
9.86 -0.4999947017 -0.5944391543 6.0009782 14.80000
9.88 -0.4999946083 -0.5944662919 6.0035124 14.80000
9.90 -0.4999945158 -0.5944933196 6.0060308 14.80000
9.92 -0.4999944244 -0.5945202380 6.0084807 14.80000
9.94 -0.4999943339 -0.5945470479 6.0110271 14.80000
9.96 -0.4999942443 -0.5945737499 6.0135070 14.80000
9.98 -0.4999941557 -0.5946003446 6.0159827 14.80000
10.00 -0.4999940681 -0.5946268326 6.0184530 14.80000
10.02 -0.4999939813 -0.5946532146 6.0209213 14.80000
10.04 -0.4999938955 -0.5946794912 6.0233806 14.80000
10.06 -0.4999938105 -0.5947056631 6.0258418 14.80000
10.08 -0.4999937264 -0.5947317309 6.0283327 14.80000
10.10 -0.4999936432 -0.5947576951 6.0307930 14.80000
10.12 -0.4999935609 -0.5947835565 6.0330711 14.80000
10.14 -0.4999934793 -0.5948093156 6.0354959 14.80000
10.16 -0.4999933987 -0.5948349731 6.0379045 14.80000
10.18 -0.4999933186 -0.5948605295 6.0402903 14.80000
10.20 -0.4999932396 -0.5948859855 6.0426683 14.80000
10.22 -0.4999931614 -0.5949113417 6.0450349 14.80000
10.24 -0.4999930839 -0.5949365987 6.0473864 14.80000
10.26 -0.4999930072 -0.5949617571 6.0497355 14.80000
10.28 -0.4999929313 -0.5949868175 6.0522568 14.80000
10.30 -0.4999928562 -0.5950117803 6.0545778 14.80000
10.32 -0.4999927818 -0.5950366464 6.0568932 14.80000
10.34 -0.4999927082 -0.5950614161 6.0591995 14.80000
10.36 -0.4999926352 -0.5950860901 6.0614977 14.80000
10.38 -0.4999925630 -0.5951106690 6.0637861 14.80000
10.40 -0.4999924915 -0.5951351533 6.0660728 14.80000
10.42 -0.4999924207 -0.5951595437 6.0683485 14.80000
10.44 -0.4999923506 -0.5951838405 6.0706174 14.80000
10.46 -0.4999922812 -0.5952080445 6.0728828 14.80000
10.48 -0.4999922125 -0.5952321562 6.0749884 14.80000
10.50 -0.4999921444 -0.5952561760 6.0772672 14.80000
10.52 -0.4999920770 -0.5952801047 6.0795096 14.80000
10.54 -0.4999920102 -0.5953039426 6.0817927 14.80000
10.56 -0.4999919441 -0.5953276903 6.0840333 14.80000
10.58 -0.4999918786 -0.5953513485 6.0862957 14.80000
10.60 -0.4999918138 -0.5953749175 6.0885021 14.80000
10.62 -0.4999917495 -0.5953983979 6.0907020 14.80000
10.64 -0.4999916859 -0.5954217903 6.0928905 14.80000
10.66 -0.4999916229 -0.5954450951 6.0949412 14.80000
10.68 -0.4999915605 -0.5954683129 6.0972393 14.80000
10.70 -0.4999914986 -0.5954914441 6.0994606 14.80000
10.72 -0.4999914374 -0.5955144893 6.1016673 14.80000
10.74 -0.4999913767 -0.5955374490 6.1036780 14.80000
10.76 -0.4999913166 -0.5955603236 6.1058078 14.80000
10.78 -0.4999912571 -0.5955831136 6.1079302 14.80000
10.80 -0.4999911981 -0.5956058195 6.1100389 14.80000
10.82 -0.4999911397 -0.5956284419 6.1124309 14.80000
10.84 -0.4999910818 -0.5956509811 6.1145339 14.80000
10.86 -0.4999910244 -0.5956734376 6.1166174 14.80000
10.88 -0.4999909676 -0.5956958120 6.1186792 14.80000
10.90 -0.4999909113 -0.5957181045 6.1207234 14.80000
10.92 -0.4999908556 -0.5957403158 6.1227465 14.80000
10.94 -0.4999908003 -0.5957624462 6.1248770 14.80000
10.96 -0.4999907456 -0.5957844963 6.1269529 14.80000
10.98 -0.4999906913 -0.5958064664 6.1290070 14.80000
11.00 -0.4999906376 -0.5958283569 6.1311484 14.80000
11.02 -0.4999905843 -0.5958501684 6.1333004 14.80000
11.04 -0.4999905315 -0.5958719012 6.1352439 14.80000
11.06 -0.4999904792 -0.5958935557 6.1371622 14.80000
11.08 -0.4999904274 -0.5959151324 6.1392961 14.80000
11.10 -0.4999903760 -0.5959366318 6.1413864 14.80000
11.12 -0.4999903252 -0.5959580541 6.1433687 14.80000
11.14 -0.4999902747 -0.5959793999 6.1454311 14.80000
11.16 -0.4999902247 -0.5960006695 6.1474985 14.80000
11.18 -0.4999901752 -0.5960218633 6.1493060 14.80000
11.20 -0.4999901261 -0.5960429818 6.1512289 14.80000
11.22 -0.4999900775 -0.5960640252 6.1534386 14.80000
11.24 -0.4999900293 -0.5960849941 6.1553053 14.80000
11.26 -0.4999899815 -0.5961058888 6.1572842 14.80000
11.28 -0.4999899341 -0.5961267098 6.1592454 14.80000
11.30 -0.4999898872 -0.5961474572 6.1613096 14.80000
11.32 -0.4999898407 -0.5961681317 6.1632181 14.80000
11.34 -0.4999897946 -0.5961887335 6.1651704 14.80000
11.36 -0.4999897489 -0.5962092630 6.1671532 14.80000
11.38 -0.4999897036 -0.5962297206 6.1691988 14.80000
11.40 -0.4999896587 -0.5962501067 6.1709601 14.80000
11.42 -0.4999896142 -0.5962704216 6.1728568 14.80000
11.44 -0.4999895700 -0.5962906656 6.1747872 14.80000
11.46 -0.4999895263 -0.5963108393 6.1767218 14.80000
11.48 -0.4999894830 -0.5963309429 6.1786693 14.80000
11.50 -0.4999894400 -0.5963509767 6.1805710 14.80000
11.52 -0.4999893974 -0.5963709412 6.1824277 14.80000
11.54 -0.4999893552 -0.5963908367 6.1842225 14.80000
11.56 -0.4999893133 -0.5964106635 6.1861220 14.80000
11.58 -0.4999892718 -0.5964304220 6.1879068 14.80000
11.60 -0.4999892306 -0.5964501125 6.1899023 14.80000
11.62 -0.4999891898 -0.5964697354 6.1917663 14.80000
11.64 -0.4999891494 -0.5964892910 6.1935455 14.80000
11.66 -0.4999891093 -0.5965087797 6.1955622 14.80000
11.68 -0.4999890696 -0.5965282018 6.1974761 14.80000
11.70 -0.4999890301 -0.5965475576 6.1993353 14.80000
11.72 -0.4999889911 -0.5965668475 6.2009660 14.80000
11.74 -0.4999889523 -0.5965860718 6.2027662 14.80000
11.76 -0.4999889139 -0.5966052309 6.2045369 14.80000
11.78 -0.4999888758 -0.5966243250 6.2064002 14.80000
11.80 -0.4999888381 -0.5966433545 6.2082352 14.80000
11.82 -0.4999888006 -0.5966623196 6.2100169 14.80000
11.84 -0.4999887635 -0.5966812209 6.2118521 14.80000
11.86 -0.4999887267 -0.5967000584 6.2136393 14.80000
11.88 -0.4999886902 -0.5967188327 6.2154191 14.80000
11.90 -0.4999886540 -0.5967375439 6.2171758 14.80000
11.92 -0.4999886181 -0.5967561924 6.2189499 14.80000
11.94 -0.4999885825 -0.5967747785 6.2206980 14.80000
11.96 -0.4999885472 -0.5967933025 6.2224478 14.80000
11.98 -0.4999885122 -0.5968117648 6.2241879 14.80000
12.00 -0.4999884775 -0.5968301656 6.2259248 14.80000
12.02 -0.4999884431 -0.5968485052 6.2276592 14.80000
12.04 -0.4999884090 -0.5968667840 6.2293885 14.80000
12.06 -0.4999883751 -0.5968850022 6.2311655 14.80000
12.08 -0.4999883416 -0.5969031601 6.2329179 14.80000
12.10 -0.4999883083 -0.5969212581 6.2346651 14.80000
12.12 -0.4999882753 -0.5969392964 6.2363349 14.80000
12.14 -0.4999882425 -0.5969572753 6.2380707 14.80000
12.16 -0.4999882100 -0.5969751951 6.2398110 14.80000
12.18 -0.4999881778 -0.5969930561 6.2415557 14.80000
12.20 -0.4999881459 -0.5970108586 6.2432999 14.80000
12.22 -0.4999881142 -0.5970286029 6.2450429 14.80000
12.24 -0.4999880827 -0.5970462892 6.2467792 14.80000
12.26 -0.4999880516 -0.5970639179 6.2482864 14.80000
12.28 -0.4999880206 -0.5970814891 6.2499638 14.80000
12.30 -0.4999879900 -0.5970990033 6.2515407 14.80000
12.32 -0.4999879595 -0.5971164606 6.2532652 14.80000
12.34 -0.4999879294 -0.5971338614 6.2549297 14.80000
12.36 -0.4999878994 -0.5971512059 6.2567124 14.80000
12.38 -0.4999878697 -0.5971684944 6.2582786 14.80000
12.40 -0.4999878403 -0.5971857271 6.2598970 14.80000
12.42 -0.4999878111 -0.5972029044 6.2615287 14.80000
12.44 -0.4999877821 -0.5972200265 6.2631567 14.80000
12.46 -0.4999877533 -0.5972370936 6.2647889 14.80000
12.48 -0.4999877248 -0.5972541060 6.2664235 14.80000
12.50 -0.4999876965 -0.5972710640 6.2680197 14.80000
