Distance HF_Energy DFA_Energy Coefficient Exponent
9.10 -0.4709077107 -0.5744798497 0.3999001 1.20000
9.12 -0.4709714720 -0.5746199114 0.4002275 1.20000
9.14 -0.4710349543 -0.5747593647 0.4005763 1.20000
9.16 -0.4710981594 -0.5748982134 0.4008857 1.20000
9.18 -0.4711610891 -0.5750364617 0.4012093 1.20000
9.20 -0.4712237451 -0.5751741133 0.4015520 1.20000
9.22 -0.4712861294 -0.5753111723 0.4018749 1.20000
9.24 -0.4713482436 -0.5754476424 0.4021763 1.20000
9.26 -0.4714100895 -0.5755835275 0.4024991 1.20000
9.28 -0.4714716689 -0.5757188313 0.4028154 1.20000
9.30 -0.4715329834 -0.5758535577 0.4031569 1.20000
9.32 -0.4715940348 -0.5759877103 0.4034536 1.20000
9.34 -0.4716548247 -0.5761212928 0.4037692 1.20000
9.36 -0.4717153548 -0.5762543090 0.4041020 1.20000
9.38 -0.4717756268 -0.5763867624 0.4043968 1.20000
9.40 -0.4718356424 -0.5765186565 0.4047278 1.20000
9.42 -0.4718954031 -0.5766499950 0.4050384 1.20000
9.44 -0.4719549106 -0.5767807813 0.4053312 1.20000
9.46 -0.4720141665 -0.5769110188 0.4056340 1.20000
9.48 -0.4720731724 -0.5770407111 0.4059368 1.20000
9.50 -0.4721319298 -0.5771698616 0.4062426 1.20000
9.52 -0.4721904404 -0.5772984735 0.4065498 1.20000
9.54 -0.4722487057 -0.5774265502 0.4068726 1.20000
9.56 -0.4723067271 -0.5775540950 0.4071557 1.20000
9.58 -0.4723645064 -0.5776811112 0.4074552 1.20000
9.60 -0.4724220448 -0.5778076019 0.4077538 1.20000
9.62 -0.4724793441 -0.5779335705 0.4080549 1.20000
9.64 -0.4725364056 -0.5780590201 0.4083514 1.20000
9.66 -0.4725932308 -0.5781839539 0.4086467 1.20000
9.68 -0.4726498212 -0.5783083749 0.4089389 1.20000
9.70 -0.4727061783 -0.5784322862 0.4092367 1.20000
9.72 -0.4727623034 -0.5785556910 0.4095279 1.20000
9.74 -0.4728181981 -0.5786785923 0.4098161 1.20000
9.76 -0.4728738637 -0.5788009931 0.4101287 1.20000
9.78 -0.4729293016 -0.5789228965 0.4104000 1.20000
9.80 -0.4729845133 -0.5790443053 0.4106839 1.20000
9.82 -0.4730395001 -0.5791652226 0.4109945 1.20000
9.84 -0.4730942633 -0.5792856514 0.4112617 1.20000
9.86 -0.4731488044 -0.5794055945 0.4115628 1.20000
9.88 -0.4732031247 -0.5795250548 0.4118324 1.20000
9.90 -0.4732572255 -0.5796440353 0.4121112 1.20000
9.92 -0.4733111082 -0.5797625387 0.4123922 1.20000
9.94 -0.4733647741 -0.5798805680 0.4126738 1.20000
9.96 -0.4734182244 -0.5799981260 0.4129543 1.20000
9.98 -0.4734714605 -0.5801152155 0.4132321 1.20000
10.00 -0.4735244837 -0.5802318392 0.4135107 1.20000
10.02 -0.4735772952 -0.5803480000 0.4138041 1.20000
10.04 -0.4736298963 -0.5804637006 0.4140587 1.20000
10.06 -0.4736822883 -0.5805789437 0.4143352 1.20000
10.08 -0.4737344723 -0.5806937320 0.4146060 1.20000
10.10 -0.4737864497 -0.5808080682 0.4148800 1.20000
10.12 -0.4738382217 -0.5809219551 0.4151504 1.20000
10.14 -0.4738897894 -0.5810353952 0.4154208 1.20000
10.16 -0.4739411542 -0.5811483912 0.4156897 1.20000
10.18 -0.4739923171 -0.5812609457 0.4159555 1.20000
10.20 -0.4740432793 -0.5813730613 0.4162218 1.20000
10.22 -0.4740940421 -0.5814847406 0.4164923 1.20000
10.24 -0.4741446067 -0.5815959861 0.4167552 1.20000
10.26 -0.4741949741 -0.5817068004 0.4170191 1.20000
10.28 -0.4742451455 -0.5818171860 0.4172827 1.20000
10.30 -0.4742951221 -0.5819271454 0.4175445 1.20000
10.32 -0.4743449049 -0.5820366810 0.4178081 1.20000
10.34 -0.4743944952 -0.5821457954 0.4180668 1.20000
10.36 -0.4744438941 -0.5822544910 0.4183244 1.20000
10.38 -0.4744931026 -0.5823627702 0.4185847 1.20000
10.40 -0.4745421218 -0.5824706355 0.4188409 1.20000
10.42 -0.4745909528 -0.5825780891 0.4191018 1.20000
10.44 -0.4746395968 -0.5826851335 0.4193558 1.20000
10.46 -0.4746880547 -0.5827917711 0.4196117 1.20000
10.48 -0.4747363277 -0.5828980042 0.4198631 1.20000
10.50 -0.4747844169 -0.5830038350 0.4201188 1.20000
10.52 -0.4748323231 -0.5831092660 0.4203670 1.20000
10.54 -0.4748800476 -0.5832142994 0.4206218 1.20000
10.56 -0.4749275913 -0.5833189374 0.4208716 1.20000
10.58 -0.4749749552 -0.5834231823 0.4066409 1.20000
10.60 -0.4750221404 -0.5835270364 0.4214025 1.20000
10.62 -0.4750691479 -0.5836305018 0.4216184 1.20000
10.64 -0.4751159787 -0.5837335807 0.3206477 1.20000
10.66 -0.4751626337 -0.5838362754 0.4221901 1.20000
10.68 -0.4752091141 -0.5839385880 0.3583706 1.20000
10.70 -0.4752554206 -0.5840405207 0.3241092 1.20000
10.72 -0.4753015544 -0.5841420755 0.4228778 1.20000
10.74 -0.4753475164 -0.5842432546 0.4230888 1.20000
10.76 -0.4753933075 -0.5843440601 0.3300220 1.20000
10.78 -0.4754389287 -0.5844444940 0.4235975 1.20000
10.80 -0.4754843809 -0.5845445585 0.4238044 1.20000
10.82 -0.4755296651 -0.5846442555 0.4240406 1.20000
10.84 -0.4755747822 -0.5847435871 0.4242787 1.20000
10.86 -0.4756197332 -0.5848425554 0.4245175 1.20000
10.88 -0.4756645189 -0.5849411622 0.4247557 1.20000
10.90 -0.4757091402 -0.5850394096 0.4249869 1.20000
10.92 -0.4757535981 -0.5851372996 0.4252253 1.20000
10.94 -0.4757978934 -0.5852348341 0.4254593 1.20000
10.96 -0.4758420271 -0.5853320150 0.4255940 1.20000
10.98 -0.4758860000 -0.5854288443 0.4259148 1.20000
11.00 -0.4759298130 -0.5855253238 0.4261542 1.20000
11.02 -0.4759734670 -0.5856214555 0.3324166 1.20000
11.04 -0.4760169628 -0.5857172412 0.3325055 1.20000
11.06 -0.4760603013 -0.5858126828 0.0000000 1.20000
11.08 -0.4761034833 -0.5859077821 0.3329309 1.20000
11.10 -0.4761465098 -0.5860025410 0.3330394 1.20000
11.12 -0.4761893815 -0.5860969612 0.3332335 1.20000
11.14 -0.4762320992 -0.5861910447 0.3333879 1.20000
11.16 -0.4762746638 -0.5862847931 0.3335900 1.20000
11.18 -0.4763170762 -0.5863782083 0.3337690 1.20000
11.20 -0.4763593370 -0.5864712920 0.3339496 1.20000
11.22 -0.4764014473 -0.5865640460 0.3341010 1.20000
11.24 -0.4764434076 -0.5866564720 0.3342976 1.20000
11.26 -0.4764852189 -0.5867485718 0.3344775 1.20000
11.28 -0.4765268819 -0.5868403470 0.3346266 1.20000
11.30 -0.4765683975 -0.5869317993 0.3348221 1.20000
11.32 -0.4766097664 -0.5870229306 0.3349753 1.20000
11.34 -0.4766509893 -0.5871137423 0.3351723 1.20000
11.36 -0.4766920671 -0.5872042363 0.3353219 1.20000
11.38 -0.4767330005 -0.5872944141 0.3355170 1.20000
11.40 -0.4767737903 -0.5873842774 0.3356658 1.20000
11.42 -0.4768144372 -0.5874738278 0.3358604 1.20000
11.44 -0.4768549420 -0.5875630670 0.3360112 1.20000
11.46 -0.4768953054 -0.5876519966 0.3362020 1.20000
11.48 -0.4769355282 -0.5877406181 0.3363524 1.20000
11.50 -0.4769756111 -0.5878289332 0.3365410 1.20000
11.52 -0.4770155548 -0.5879169434 0.3366888 1.20000
11.54 -0.4770553600 -0.5880046503 0.4321316 1.20000
11.56 -0.4770950276 -0.5880920555 0.3371697 1.20000
11.58 -0.4771345581 -0.5881791605 0.3372037 1.20000
11.60 -0.4771739523 -0.5882659668 0.4327604 1.20000
11.62 -0.4772132108 -0.5883524759 0.4329602 1.20000
11.64 -0.4772523345 -0.5884386895 0.3378334 1.20000
11.66 -0.4772913240 -0.5885246090 0.4333809 1.20000
11.68 -0.4773301799 -0.5886102358 0.4335778 1.20000
11.70 -0.4773689030 -0.5886955715 0.3383201 1.20000
11.72 -0.4774074940 -0.5887806175 0.4339980 1.20000
11.74 -0.4774459534 -0.5888653754 0.4341929 1.20000
11.76 -0.4774842821 -0.5889498465 0.4343989 1.20000
11.78 -0.4775224806 -0.5890340323 0.4345994 1.20000
11.80 -0.4775605496 -0.5891179343 0.4348037 1.20000
11.82 -0.4775984898 -0.5892015539 0.4350058 1.20000
11.84 -0.4776363018 -0.5892848925 0.4352045 1.20000
11.86 -0.4776739862 -0.5893679514 0.4354092 1.20000
11.88 -0.4777115438 -0.5894507322 0.4356086 1.20000
11.90 -0.4777489752 -0.5895332362 0.3399207 1.20000
11.92 -0.4777862810 -0.5896154647 0.4360498 1.20000
11.94 -0.4778234617 -0.5896974192 0.4361867 1.20000
11.96 -0.4778605182 -0.5897791011 0.4363963 1.20000
11.98 -0.4778974509 -0.5898605116 0.4365957 1.20000
12.00 -0.4779342605 -0.5899416521 0.4367942 1.20000
