Distance HF_Energy DFA_Energy Coefficient Exponent
1.72 -0.3726737049 -0.3927903316 16.0479947 112.24000
1.74 -0.3738622547 -0.3943051055 16.3255511 111.89728
1.76 -0.3750066901 -0.3957768419 16.6002360 111.55457
1.78 -0.3761096362 -0.3972082442 16.8721007 111.21185
1.80 -0.3771735634 -0.3986018589 17.1412104 110.86914
1.82 -0.3782007974 -0.3999600853 17.4069716 110.52642
1.84 -0.3791935279 -0.4012851843 17.6699349 110.18370
1.86 -0.3801538177 -0.4025792863 17.9298889 109.84099
1.88 -0.3810836097 -0.4038443985 18.1869017 109.49827
1.90 -0.3819847350 -0.4050824124 18.4409433 109.15556
1.92 -0.3828589191 -0.4062951100 18.6919919 108.81284
1.94 -0.3837077884 -0.4074841702 18.9400371 108.47012
1.96 -0.3845328760 -0.4086511742 19.1851234 108.12741
1.98 -0.3853356276 -0.4097976106 19.4271486 107.78469
2.00 -0.3861174059 -0.4109248801 19.6663308 107.44198
2.02 -0.3868794960 -0.4120343000 19.9025655 107.09926
2.04 -0.3876231096 -0.4131271084 20.1359138 106.75654
2.06 -0.3883493891 -0.4142044686 20.3663749 106.41383
2.08 -0.3890594118 -0.4152674726 20.5939648 106.07111
2.10 -0.3897541934 -0.4163171451 20.8187094 105.72840
2.12 -0.3904346912 -0.4173544460 21.0406289 105.38568
2.14 -0.3911018080 -0.4183802745 21.2597780 105.04296
2.16 -0.3917563945 -0.4193954709 21.4762895 104.70025
2.18 -0.3923992523 -0.4204008202 21.6897592 104.35753
2.20 -0.3930311368 -0.4213970547 21.9006843 104.01481
2.22 -0.3936527592 -0.4223848561 22.1088820 103.67210
2.24 -0.3942647895 -0.4233648584 22.3143940 103.32938
2.26 -0.3948678581 -0.4243376504 22.5172510 102.98667
2.28 -0.3954625578 -0.4253037775 22.7174515 102.64395
2.30 -0.3960494463 -0.4262637439 22.9150320 102.30123
2.32 -0.3966290470 -0.4272180149 23.1100006 101.95852
2.34 -0.3972018514 -0.4281670182 23.3023767 101.61580
2.36 -0.3977683198 -0.4291111460 23.4921697 101.27309
2.38 -0.3983288834 -0.4300507568 23.6794029 100.93037
2.40 -0.3988839449 -0.4309861765 23.8640812 100.58765
2.42 -0.3994338799 -0.4319177011 24.0462229 100.24494
2.44 -0.3999790377 -0.4328455975 24.2258322 99.90222
2.46 -0.4005197426 -0.4337701054 24.4029155 99.55951
2.48 -0.4010562945 -0.4346914388 24.5775117 99.21679
2.50 -0.4015889695 -0.4356097870 24.7495986 98.87407
2.52 -0.4021180212 -0.4365253162 24.9191983 98.53136
2.54 -0.4026436811 -0.4374381699 25.0863082 98.18864
2.56 -0.4031661593 -0.4383484714 25.2509450 97.84593
2.58 -0.4036856453 -0.4392563243 25.4131451 97.50321
2.60 -0.4042023088 -0.4401618145 25.5728862 97.16049
2.62 -0.4047163002 -0.4410650110 25.7302026 96.81778
2.64 -0.4052277517 -0.4419659676 25.8850904 96.47506
2.66 -0.4057367776 -0.4428647230 26.0376014 96.13235
2.68 -0.4062434756 -0.4437613022 26.1877329 95.78963
2.70 -0.4067479275 -0.4446557167 26.3353687 95.44691
2.72 -0.4072501996 -0.4455479661 26.4807278 95.10420
2.74 -0.4077503445 -0.4464380388 26.6237605 94.76148
2.76 -0.4082484012 -0.4473259137 26.7644301 94.41877
2.78 -0.4087443964 -0.4482115610 26.9027800 94.07605
2.80 -0.4092383457 -0.4490949437 27.0388761 93.73333
2.82 -0.4097302539 -0.4499760184 27.1726852 93.39062
2.84 -0.4102201166 -0.4508547358 27.3043070 93.04790
2.86 -0.4107079210 -0.4517310410 27.4336404 92.70519
2.88 -0.4111936466 -0.4526048744 27.5606828 92.36247
2.90 -0.4116772663 -0.4534761711 27.6857559 92.01975
2.92 -0.4121587475 -0.4543448625 27.8083336 91.67704
2.94 -0.4126380524 -0.4552108759 27.9289132 91.33432
2.96 -0.4131151393 -0.4560741366 28.0473734 90.99160
2.98 -0.4135899634 -0.4569345680 28.1636508 90.64889
3.00 -0.4140624770 -0.4577920931 28.2776459 90.30617
3.02 -0.4145326308 -0.4586466343 28.3897503 89.96346
3.04 -0.4150003741 -0.4594981149 28.4997701 89.62074
3.06 -0.4154656555 -0.4603464582 28.6076366 89.27802
3.08 -0.4159284235 -0.4611915882 28.7133951 88.93531
3.10 -0.4163886269 -0.4620334295 28.8169129 88.59259
3.12 -0.4168462150 -0.4628719071 28.9186887 88.24988
3.14 -0.4173011383 -0.4637069465 29.0178766 87.90716
3.16 -0.4177533488 -0.4645384739 29.1153108 87.56444
3.18 -0.4182027998 -0.4653664167 29.2107000 87.22173
3.20 -0.4186494470 -0.4661907038 29.3038117 86.87901
3.22 -0.4190932476 -0.4670112665 29.3949408 86.53630
3.24 -0.4195341614 -0.4678280384 29.4839352 86.19358
3.26 -0.4199721506 -0.4686409560 29.5707996 85.85086
3.28 -0.4204071796 -0.4694499587 29.6555092 85.50815
3.30 -0.4208392154 -0.4702549887 29.7380443 85.16543
3.32 -0.4212682278 -0.4710559911 29.8183515 84.82272
3.34 -0.4216941890 -0.4718529133 29.8967681 84.48000
3.36 -0.4221170738 -0.4726457051 29.9728588 84.13728
3.38 -0.4225368595 -0.4734343184 30.0467572 83.79457
3.40 -0.4229535264 -0.4742187069 30.1184360 83.45185
3.42 -0.4233670567 -0.4749988266 30.1878995 83.10914
3.44 -0.4237774357 -0.4757746360 30.2550817 82.76642
3.46 -0.4241846506 -0.4765460958 30.3199881 82.42370
3.48 -0.4245886914 -0.4773131691 30.3826065 82.08099
3.50 -0.4249895500 -0.4780758221 30.4429183 81.73827
3.52 -0.4253872209 -0.4788340236 30.5009143 81.39556
3.54 -0.4257817004 -0.4795877454 30.5565166 81.05284
3.56 -0.4261729871 -0.4803369624 30.6098333 80.71012
3.58 -0.4265610814 -0.4810816519 30.6608130 80.36741
3.60 -0.4269459856 -0.4818217941 30.7092810 80.02469
3.62 -0.4273277041 -0.4825573709 30.7554305 79.68198
3.64 -0.4277062426 -0.4832883663 30.7990852 79.33926
3.66 -0.4280816086 -0.4840147659 30.8403770 78.99654
3.68 -0.4284538112 -0.4847365570 30.8790947 78.65383
3.70 -0.4288228609 -0.4854537291 30.9153964 78.31111
3.72 -0.4291887696 -0.4861662736 30.9491532 77.96840
3.74 -0.4295515506 -0.4868741836 30.9803263 77.62568
3.76 -0.4299112181 -0.4875774541 31.0090766 77.28296
3.78 -0.4302677878 -0.4882760816 31.0352444 76.94025
3.80 -0.4306212763 -0.4889700645 31.0588357 76.59753
3.82 -0.4309717012 -0.4896594035 31.0799090 76.25481
3.84 -0.4313190811 -0.4903441012 31.0982972 75.91210
3.86 -0.4316634354 -0.4910241621 31.1141013 75.56938
3.88 -0.4320047842 -0.4916995925 31.1272668 75.22667
3.90 -0.4323431486 -0.4923704003 31.1378281 74.88395
3.92 -0.4326785502 -0.4930365942 31.1457926 74.54123
3.94 -0.4330110111 -0.4936981840 31.1510159 74.19852
3.96 -0.4333405543 -0.4943551803 31.1536934 73.85580
3.98 -0.4336672028 -0.4950075950 31.1536538 73.51309
4.00 -0.4339909807 -0.4956554412 31.1509232 73.17037
4.02 -0.4343119119 -0.4962987335 31.1455820 72.82765
4.04 -0.4346300210 -0.4969374876 31.1374801 72.48494
4.06 -0.4349453330 -0.4975717201 31.1267601 72.14222
4.08 -0.4352578728 -0.4982014479 31.1133092 71.79951
4.10 -0.4355676660 -0.4988266888 31.0971163 71.45679
4.12 -0.4358747381 -0.4994474616 31.0783540 71.11407
4.14 -0.4361791148 -0.5000637860 31.0568188 70.77136
4.16 -0.4364808220 -0.5006756829 31.0326217 70.42864
4.18 -0.4367798858 -0.5012831743 31.0056711 70.08593
4.20 -0.4370763322 -0.5018862831 30.9760902 69.74321
4.22 -0.4373701874 -0.5024850327 30.9436519 69.40049
4.24 -0.4376614775 -0.5030794469 30.9087602 69.05778
4.26 -0.4379502287 -0.5036695493 30.8710372 68.71506
4.28 -0.4382364671 -0.5042553640 30.8307406 68.37235
4.30 -0.4385202189 -0.5048369156 30.7876769 68.02963
4.32 -0.4388015100 -0.5054142297 30.7419157 67.68691
4.34 -0.4390803665 -0.5059873326 30.6935682 67.34420
4.36 -0.4393568142 -0.5065562513 30.6425502 67.00148
4.38 -0.4396308789 -0.5071210132 30.5888343 66.65877
4.40 -0.4399025862 -0.5076816460 30.5326791 66.31605
4.42 -0.4401719617 -0.5082381769 30.4735904 65.97333
4.44 -0.4404390306 -0.5087906332 30.4120700 65.63062
4.46 -0.4407038183 -0.5093390422 30.3479196 65.28790
4.48 -0.4409663496 -0.5098834317 30.2811338 64.94519
4.50 -0.4412266495 -0.5104238302 30.2118437 64.60247
4.52 -0.4414847425 -0.5109602664 30.1399689 64.25975
4.54 -0.4417406533 -0.5114927695 30.0654389 63.91704
4.56 -0.4419944059 -0.5120213690 29.9884918 63.57432
4.58 -0.4422460245 -0.5125460942 29.9089740 63.23161
4.60 -0.4424955330 -0.5130669738 29.8268334 62.88889
4.62 -0.4427429548 -0.5135840367 29.7423770 62.54617
4.64 -0.4429883135 -0.5140973116 29.6554285 62.20346
4.66 -0.4432316321 -0.5146068280 29.5660082 61.86074
4.68 -0.4434729336 -0.5151126153 29.4740324 61.51802
4.70 -0.4437122407 -0.5156147038 29.3798021 61.17531
4.72 -0.4439495759 -0.5161131236 29.2831558 60.83259
4.74 -0.4441849614 -0.5166079050 29.1839850 60.48988
4.76 -0.4444184191 -0.5170990781 29.0825516 60.14716
4.78 -0.4446499708 -0.5175866727 28.9787771 59.80444
4.80 -0.4448796380 -0.5180707182 28.8726934 59.46173
4.82 -0.4451074419 -0.5185512433 28.7643004 59.11901
4.84 -0.4453334036 -0.5190282769 28.6536388 58.77630
4.86 -0.4455575438 -0.5195018480 28.5407446 58.43358
4.88 -0.4457798831 -0.5199719857 28.4255853 58.09086
4.90 -0.4460004417 -0.5204387194 28.3082273 57.74815
4.92 -0.4462192396 -0.5209020782 28.1887214 57.40543
4.94 -0.4464362966 -0.5213620915 28.0669800 57.06272
4.96 -0.4466516324 -0.5218187880 27.9431419 56.72000
4.98 -0.4468652661 -0.5222721963 27.8172443 56.37728
5.00 -0.4470772170 -0.5227223445 27.6892474 56.03457
5.02 -0.4472875037 -0.5231692606 27.5592275 55.69185
5.04 -0.4474961449 -0.5236129729 27.4271507 55.34914
5.06 -0.4477031590 -0.5240535097 27.2931454 55.00642
5.08 -0.4479085641 -0.5244908994 27.1569903 54.66370
5.10 -0.4481123781 -0.5249251702 27.0189783 54.32099
5.12 -0.4483146187 -0.5253563503 26.8789811 53.97827
5.14 -0.4485153032 -0.5257844677 26.7372283 53.63556
5.16 -0.4487144490 -0.5262095502 26.5934446 53.29284
5.18 -0.4489120730 -0.5266316252 26.4479192 52.95012
5.20 -0.4491081920 -0.5270507196 26.3005785 52.60741
5.22 -0.4493028278 -0.5274668647 26.1514591 52.26469
5.24 -0.4494959863 -0.5278800771 26.0005269 51.92198
5.26 -0.4496876888 -0.5282903877 25.8479197 51.57926
5.28 -0.4498779512 -0.5286978227 25.6935520 51.23654
5.30 -0.4500667893 -0.5291024080 25.5375752 50.89383
5.32 -0.4502542185 -0.5295041698 25.3799156 50.55111
5.34 -0.4504402541 -0.5299031337 25.2206568 50.20840
5.36 -0.4506249113 -0.5302993254 25.0599391 49.86568
5.38 -0.4508082048 -0.5306927701 24.8974642 49.52296
5.40 -0.4509901495 -0.5310834927 24.7335063 49.18025
5.42 -0.4511707598 -0.5314715176 24.5680943 48.83753
5.44 -0.4513500500 -0.5318568695 24.4012273 48.49481
5.46 -0.4515280342 -0.5322395726 24.2330061 48.15210
5.48 -0.4517047265 -0.5326196514 24.0632352 47.80938
5.50 -0.4518801404 -0.5329971301 23.8921106 47.46667
5.52 -0.4520542896 -0.5333720326 23.7197108 47.12395
5.54 -0.4522271876 -0.5337443828 23.5460018 46.78123
5.56 -0.4523988474 -0.5341142043 23.3709782 46.43852
5.58 -0.4525692821 -0.5344815206 23.1947079 46.09580
5.60 -0.4527385046 -0.5348463547 23.0171867 45.75309
5.62 -0.4529065276 -0.5352087295 22.8384781 45.41037
5.64 -0.4530733636 -0.5355686676 22.6586246 45.06765
5.66 -0.4532390249 -0.5359261910 22.4776224 44.72494
5.68 -0.4534035238 -0.5362813217 22.2955298 44.38222
5.70 -0.4535668723 -0.5366340814 22.1124019 44.03951
5.72 -0.4537290823 -0.5369844916 21.9282646 43.69679
5.74 -0.4538901654 -0.5373325739 21.7430560 43.35407
5.76 -0.4540501334 -0.5376783495 21.5568624 43.01136
5.78 -0.4542089975 -0.5380218395 21.3696513 42.66864
5.80 -0.4543667690 -0.5383630650 21.1816248 42.32593
5.82 -0.4545234591 -0.5387020465 20.9926165 41.98321
5.84 -0.4546790788 -0.5390388045 20.8029106 41.64049
5.86 -0.4548336388 -0.5393733591 20.6124216 41.29778
5.88 -0.4549871499 -0.5397057301 20.4208219 40.95506
5.90 -0.4551396226 -0.5400359373 20.2286261 40.61235
5.92 -0.4552910673 -0.5403640004 20.0357120 40.26963
5.94 -0.4554414943 -0.5406899390 19.8419895 39.92691
5.96 -0.4555909138 -0.5410137722 19.6476684 39.58420
5.98 -0.4557393357 -0.5413355194 19.4527247 39.24148
6.00 -0.4558867700 -0.5416551993 19.2571926 38.89877
6.02 -0.4560332264 -0.5419728309 19.0610732 38.55605
6.04 -0.4561787145 -0.5422884328 18.8644041 38.21333
6.06 -0.4563232439 -0.5426020232 18.6149783 37.87062
6.08 -0.4564668240 -0.5429136205 18.4196311 37.52790
6.10 -0.4566094640 -0.5432232425 18.2237969 37.18519
6.12 -0.4567511730 -0.5435309072 18.0274285 36.84247
6.14 -0.4568919602 -0.5438366319 17.8305529 36.49975
6.16 -0.4570318344 -0.5441404339 17.6331406 36.15704
6.18 -0.4571708045 -0.5444423303 17.4353984 35.81432
6.20 -0.4573088790 -0.5447423381 17.2371898 35.47161
6.22 -0.4574460668 -0.5450404741 17.0386056 35.12889
6.24 -0.4575823761 -0.5453367550 16.8396865 34.78617
6.26 -0.4577178154 -0.5456311971 16.6404595 34.44346
6.28 -0.4578523930 -0.5459238168 16.4409564 34.10074
6.30 -0.4579861170 -0.5462146303 16.2412103 33.75802
6.32 -0.4581189955 -0.5465036535 16.0412325 33.41531
6.34 -0.4582510364 -0.5467909020 15.8410839 33.07259
6.36 -0.4583822477 -0.5470763914 15.6408127 32.72988
6.38 -0.4585126371 -0.5473601370 15.4403050 32.38716
6.40 -0.4586422122 -0.5476421541 15.2399254 32.04444
6.42 -0.4587709807 -0.5479224578 15.0393654 31.70173
6.44 -0.4588989501 -0.5482010632 14.8386670 31.35901
6.46 -0.4590261276 -0.5484779849 14.6380865 31.01630
6.48 -0.4591525208 -0.5487532379 14.4376627 30.67358
6.50 -0.4592781366 -0.5490268365 14.2370631 30.33086
6.52 -0.4594029824 -0.5492987952 14.0367902 29.98815
6.54 -0.4595270651 -0.5495691284 13.8364113 29.64543
6.56 -0.4596503917 -0.5498378500 13.6363280 29.30272
6.58 -0.4597729691 -0.5501049742 13.4363573 28.96000
6.60 -0.4598948040 -0.5503705147 13.2367525 28.61728
6.62 -0.4600159032 -0.5506344852 13.0372564 28.27457
6.64 -0.4601362733 -0.5508968993 12.8380210 27.93185
6.66 -0.4602559208 -0.5511577704 12.6390923 27.58914
6.68 -0.4603748523 -0.5514171116 12.4404814 27.24642
6.70 -0.4604930742 -0.5516749359 12.2422108 26.90370
6.72 -0.4606105926 -0.5519312563 12.0443205 26.56099
6.74 -0.4607274140 -0.5521860856 11.8467695 26.21827
6.76 -0.4608435445 -0.5524394363 11.6497229 25.87556
6.78 -0.4609589901 -0.5526913210 11.4531676 25.53284
6.80 -0.4610737569 -0.5529417521 11.2570414 25.19012
6.82 -0.4611878510 -0.5531907417 11.0614197 24.84741
6.84 -0.4613012780 -0.5534383019 10.8663423 24.50469
6.86 -0.4614140440 -0.5536844448 10.6718235 24.16198
6.88 -0.4615261546 -0.5539291819 10.4779280 23.81926
6.90 -0.4616376155 -0.5541725251 10.2846951 23.47654
6.92 -0.4617484324 -0.5544144858 10.0921035 23.13383
6.94 -0.4618586108 -0.5546550754 9.9001501 22.79111
6.96 -0.4619681562 -0.5548943054 9.7088830 22.44840
6.98 -0.4620770741 -0.5551321869 9.5183066 22.10568
7.00 -0.4621853697 -0.5553687311 9.3286497 21.76296
7.02 -0.4622930485 -0.5556039491 9.1395230 21.42025
7.04 -0.4624001157 -0.5558378516 8.9513161 21.07753
7.06 -0.4625065765 -0.5560722641 8.7638586 20.73481
7.08 -0.4626124359 -0.5563035392 8.5772558 20.39210
7.10 -0.4627176992 -0.5565335315 8.3916305 20.04938
7.12 -0.4628223712 -0.5567622518 8.2068510 19.70667
7.14 -0.4629264570 -0.5569897103 8.0229936 19.36395
7.16 -0.4630299614 -0.5572159175 7.8399868 19.02123
7.18 -0.4631328894 -0.5574408835 7.6580646 18.67852
7.20 -0.4632352457 -0.5576646185 7.4771294 18.33580
7.22 -0.4633370351 -0.5578871325 7.2972380 17.99309
7.24 -0.4634382622 -0.5581084354 7.1183922 17.65037
7.26 -0.4635389317 -0.5583285369 6.9405980 17.30765
7.28 -0.4636390482 -0.5585474466 6.7639760 16.96494
7.30 -0.4637386163 -0.5587651742 6.5884237 16.62222
7.32 -0.4638376404 -0.5589817290 6.4140524 16.27951
7.34 -0.4639361249 -0.5591971204 6.2408309 15.93679
7.36 -0.4640340743 -0.5594113575 6.0688268 15.59407
7.38 -0.4641314929 -0.5596244495 5.8980575 15.25136
7.40 -0.4642283851 -0.5598364053 5.7286089 14.90864
7.42 -0.4643247550 -0.5600472339 5.5604996 14.56593
7.44 -0.4644206069 -0.5602569441 5.3935912 14.22321
7.46 -0.4645159449 -0.5604655444 5.2280052 13.88049
7.48 -0.4646107732 -0.5606730436 5.0639841 13.53778
7.50 -0.4647050958 -0.5608794501 4.9012359 13.19506
7.52 -0.4647989168 -0.5610847723 4.7399115 12.85235
7.54 -0.4648922401 -0.5612890187 4.5801190 12.50963
7.56 -0.4649850698 -0.5614921975 4.4217688 12.16691
7.58 -0.4650774096 -0.5616943170 4.2649494 11.82420
7.60 -0.4651692636 -0.5618953853 4.1097412 11.48148
7.62 -0.4652606354 -0.5620954104 3.9561057 11.13877
7.64 -0.4653515289 -0.5622944005 3.8041048 10.79605
7.66 -0.4654419478 -0.5624923634 3.6537441 10.45333
7.68 -0.4655318959 -0.5626893070 3.5053109 10.11062
7.70 -0.4656213768 -0.5628852393 3.3583228 9.76790
7.72 -0.4657103941 -0.5630801679 3.2132399 9.42519
7.74 -0.4657989514 -0.5632741006 3.0698788 9.08247
7.76 -0.4658870523 -0.5634670450 2.9284616 8.73975
7.78 -0.4659747003 -0.5636590087 2.7888168 8.39704
7.80 -0.4660618988 -0.5638499990 2.6512205 8.05432
7.82 -0.4661486514 -0.5640400236 2.5154377 7.71161
7.84 -0.4662349614 -0.5642290896 2.3820108 7.36889
7.86 -0.4663208323 -0.5644172044 2.2503125 7.02617
7.88 -0.4664062673 -0.5646043750 2.1208543 6.68346
7.90 -0.4664912697 -0.5647906087 1.9935174 6.34074
7.92 -0.4665758429 -0.5649759124 1.8684128 5.99802
7.94 -0.4666599901 -0.5651602931 1.7455632 5.65531
7.96 -0.4667437145 -0.5653437575 1.6251224 5.31259
7.98 -0.4668270192 -0.5655263124 1.5069810 4.96988
8.00 -0.4669099075 -0.5657079645 1.3912545 4.62716
8.02 -0.4669923824 -0.5658887205 1.2780703 4.28444
8.04 -0.4670744470 -0.5660685868 1.1674125 3.94173
8.06 -0.4671561044 -0.5662475700 1.0594316 3.59901
8.08 -0.4672373576 -0.5664256763 0.9540532 3.25630
8.10 -0.4673182095 -0.5666029122 0.8514452 2.91358
8.12 -0.4673986632 -0.5667792839 0.7517844 2.57086
8.14 -0.4674787216 -0.5669547975 0.6551183 2.22815
8.16 -0.4675583876 -0.5671294592 0.5614349 1.88543
8.18 -0.4676376641 -0.5673032751 0.4708631 1.54272
8.20 -0.4677165538 -0.5674762513 0.3835249 1.20000
8.22 -0.4677950597 -0.5676483937 0.3839297 1.20000
8.24 -0.4678731846 -0.5678197082 0.3843257 1.20000
8.26 -0.4679509311 -0.5679902007 0.3847179 1.20000
8.28 -0.4680283021 -0.5681598771 0.3851179 1.20000
8.30 -0.4681053003 -0.5683287432 0.3855093 1.20000
8.32 -0.4681819282 -0.5684968048 0.3859055 1.20000
8.34 -0.4682581887 -0.5686640676 0.3862923 1.20000
8.36 -0.4683340844 -0.5688305372 0.3866848 1.20000
8.38 -0.4684096178 -0.5689962193 0.3870769 1.20000
8.40 -0.4684847915 -0.5691611196 0.3874530 1.20000
8.42 -0.4685596081 -0.5693252435 0.3878447 1.20000
8.44 -0.4686340702 -0.5694885966 0.3882268 1.20000
8.46 -0.4687081803 -0.5696511843 0.3885953 1.20000
8.48 -0.4687819408 -0.5698130121 0.3889752 1.20000
8.50 -0.4688553542 -0.5699740853 0.3893474 1.20000
8.52 -0.4689284229 -0.5701344093 0.3897240 1.20000
8.54 -0.4690011495 -0.5702939892 0.3901067 1.20000
8.56 -0.4690735362 -0.5704528304 0.3904711 1.20000
8.58 -0.4691455855 -0.5706109379 0.3908405 1.20000
8.60 -0.4692172996 -0.5707683168 0.3911856 1.20000
8.62 -0.4692886811 -0.5709249723 0.3915723 1.20000
8.64 -0.4693597320 -0.5710809092 0.3919514 1.20000
8.66 -0.4694304548 -0.5712361325 0.3922829 1.20000
8.68 -0.4695008518 -0.5713906471 0.3926688 1.20000
8.70 -0.4695709250 -0.5715444577 0.3930272 1.20000
8.72 -0.4696406769 -0.5716975692 0.3933829 1.20000
8.74 -0.4697101095 -0.5718499862 0.3937432 1.20000
8.76 -0.4697792251 -0.5720017135 0.3940994 1.20000
8.78 -0.4698480259 -0.5721527556 0.3944486 1.20000
8.80 -0.4699165139 -0.5723031170 0.3948032 1.20000
8.82 -0.4699846914 -0.5724528024 0.3951548 1.20000
8.84 -0.4700525603 -0.5726018161 0.3955056 1.20000
8.86 -0.4701201229 -0.5727501627 0.3958523 1.20000
8.88 -0.4701873812 -0.5728978465 0.3961770 1.20000
8.90 -0.4702543372 -0.5730448719 0.3965434 1.20000
8.92 -0.4703209929 -0.5731912432 0.3968664 1.20000
8.94 -0.4703873505 -0.5733369647 0.3972298 1.20000
8.96 -0.4704534118 -0.5734820407 0.3975688 1.20000
8.98 -0.4705191789 -0.5736264754 0.3979117 1.20000
9.00 -0.4705846536 -0.5737702730 0.3982302 1.20000
9.02 -0.4706498381 -0.5739134377 0.3985830 1.20000
9.04 -0.4707147341 -0.5740559736 0.3989206 1.20000
9.06 -0.4707793436 -0.5741978848 0.3992376 1.20000
9.08 -0.4708436685 -0.5743391755 0.3995882 1.20000
