Distance HF_Energy DFA_Energy Coefficient Exponent
3.94 -0.1107701900 -0.2031724397 100.4196318 96.22041
3.98 -0.1140201219 -0.2073523813 84.5695820 95.70048
4.02 -0.1172355762 -0.2114684145 101.5417414 95.18056
4.06 -0.1204164264 -0.2155213273 102.0271626 94.66063
4.10 -0.1235626013 -0.2195119718 102.4638265 94.14070
4.14 -0.1266740442 -0.2234411875 102.8525733 93.62077
4.18 -0.1297507389 -0.2273098013 103.1948773 93.10085
4.22 -0.1327926856 -0.2311185988 103.4915968 92.58092
4.26 -0.1357999089 -0.2348683965 103.7437788 92.06099
4.30 -0.1387724657 -0.2385600750 103.9523578 91.54107
4.34 -0.1417104228 -0.2421945409 104.1189494 91.02114
4.38 -0.1446138797 -0.2457727408 104.2444908 90.50121
4.42 -0.1474829448 -0.2492956160 104.3303923 89.98129
4.46 -0.1503177573 -0.2527641197 104.3777352 89.46136
4.50 -0.1531184694 -0.2561791759 104.3878866 88.94143
4.54 -0.1558852435 -0.2595416512 104.3618735 88.42151
4.58 -0.1586182763 -0.2628524107 104.3006843 87.90158
4.62 -0.1613177672 -0.2661123275 104.2053477 87.38165
4.66 -0.1639839428 -0.2693223104 104.0768264 86.86173
4.70 -0.1666170344 -0.2724832638 103.9164700 86.34180
4.74 -0.1692172985 -0.2755961036 103.7252102 85.82187
4.78 -0.1717849953 -0.2786617256 103.5042439 85.30194
4.82 -0.1743204080 -0.2816810259 103.2546128 84.78202
4.86 -0.1768238245 -0.2846548742 102.9773229 84.26209
4.90 -0.1792955440 -0.2875841074 102.6732556 83.74216
4.94 -0.1817358839 -0.2904695337 102.3434374 83.22224
4.98 -0.1841451612 -0.2933119514 101.9883774 82.70231
5.02 -0.1865237138 -0.2961121810 101.6092703 82.18238
5.06 -0.1888718710 -0.2988710207 101.2067702 81.66246
5.10 -0.1911899855 -0.3015892789 100.7818156 81.14253
5.14 -0.1934784047 -0.3042677382 100.3351861 80.62260
5.18 -0.1957374907 -0.3069071778 99.8678416 80.10268
5.22 -0.1979676031 -0.3095083542 99.3804178 79.58275
5.26 -0.2001691059 -0.3120720086 98.8736886 79.06282
5.30 -0.2023423728 -0.3145988689 98.3485209 78.54289
5.34 -0.2044877710 -0.3170896226 97.8053524 78.02297
5.38 -0.2066056787 -0.3195449571 97.2449635 77.50304
5.42 -0.2086964665 -0.3219655473 96.6678130 76.98311
5.46 -0.2107605143 -0.3243520699 96.0746655 76.46319
5.50 -0.2127981977 -0.3267051845 95.4661359 75.94326
5.54 -0.2148098862 -0.3290255313 94.8428481 75.42333
5.58 -0.2167959605 -0.3313137507 94.2053385 74.90341
5.62 -0.2187567901 -0.3335704578 93.5542455 74.38348
5.66 -0.2206927508 -0.3357962635 92.8899794 73.86355
5.70 -0.2226042085 -0.3379917563 92.2132944 73.34363
5.74 -0.2244915346 -0.3401575190 91.5245665 72.82370
5.78 -0.2263550901 -0.3422941060 90.8243492 72.30377
5.82 -0.2281952408 -0.3444020674 90.1131113 71.78385
5.86 -0.2300123439 -0.3464819404 89.3912480 71.26392
5.90 -0.2318067529 -0.3485342523 88.6593127 70.74399
5.94 -0.2335788235 -0.3505595260 87.9176595 70.22406
5.98 -0.2353289002 -0.3525582651 87.1667087 69.70414
6.02 -0.2370573327 -0.3545309721 86.4070582 69.18421
6.06 -0.2387644542 -0.3564781245 85.6390774 68.66428
6.10 -0.2404506062 -0.3584002026 84.8631488 68.14436
6.14 -0.2421161170 -0.3602976664 84.0795881 67.62443
6.18 -0.2437613176 -0.3621709733 83.2889020 67.10450
6.22 -0.2453865294 -0.3640205644 82.4914844 66.58458
6.26 -0.2469920693 -0.3658468685 81.6877863 66.06465
6.30 -0.2485782547 -0.3676503092 80.8778326 65.54472
6.34 -0.2501453920 -0.3694312949 80.0623192 65.02480
6.38 -0.2516937819 -0.3711902262 79.2413430 64.50487
6.42 -0.2532237356 -0.3729275089 78.4154539 63.98494
6.46 -0.2547355455 -0.3746435275 77.5848917 63.46501
6.50 -0.2562295020 -0.3763386597 76.7499697 62.94509
6.54 -0.2577058871 -0.3780132706 75.9109796 62.42516
6.58 -0.2591649870 -0.3796677277 75.0682359 61.90523
6.62 -0.2606070758 -0.3813023816 74.2220742 61.38531
6.66 -0.2620324290 -0.3829175823 73.3729021 60.86538
6.70 -0.2634413115 -0.3845136653 72.5207885 60.34545
6.74 -0.2648339897 -0.3860909653 71.6664377 59.82553
6.78 -0.2662107196 -0.3876498027 70.8095265 59.30560
6.82 -0.2675717584 -0.3891904960 69.9507547 58.78567
6.86 -0.2689173547 -0.3907133525 69.0903626 58.26575
6.90 -0.2702477528 -0.3922186732 68.2283823 57.74582
6.94 -0.2715631965 -0.3937067576 67.3652112 57.22589
6.98 -0.2728639203 -0.3951778924 66.5010969 56.70596
7.02 -0.2741501607 -0.3966323660 65.6362883 56.18604
7.06 -0.2754221411 -0.3980704503 64.7710344 55.66611
7.10 -0.2766800899 -0.3994924220 63.9055661 55.14618
7.14 -0.2779242247 -0.4008985444 63.0401259 54.62626
7.18 -0.2791547643 -0.4022890814 62.1749288 54.10633
7.22 -0.2803719202 -0.4036642872 61.3102113 53.58640
7.26 -0.2815758993 -0.4050244105 60.4461800 53.06648
7.30 -0.2827669088 -0.4063696988 59.5830493 52.54655
7.34 -0.2839451471 -0.4077003891 58.7210263 52.02662
7.38 -0.2851108137 -0.4090167182 57.8603181 51.50670
7.42 -0.2862640998 -0.4103189123 57.0010924 50.98677
7.46 -0.2874051975 -0.4116071983 56.1434924 50.46684
7.50 -0.2885342931 -0.4128817958 55.2878505 49.94692
7.54 -0.2896515664 -0.4141429162 54.4343395 49.42699
7.58 -0.2907572000 -0.4153907742 53.5829849 48.90706
7.62 -0.2918513679 -0.4166255736 52.7340784 48.38713
7.66 -0.2929342446 -0.4178475190 51.8879004 47.86721
7.70 -0.2940059990 -0.4190568076 51.0445187 47.34728
7.74 -0.2950667988 -0.4202536359 50.2040936 46.82735
7.78 -0.2961168055 -0.4214381924 49.3667535 46.30743
7.82 -0.2971561813 -0.4226106668 48.5326779 45.78750
7.86 -0.2981850828 -0.4237712414 47.7020408 45.26757
7.90 -0.2992036633 -0.4249200949 46.8751633 44.74765
7.94 -0.3002120765 -0.4260574060 46.0517825 44.22772
7.98 -0.3012104691 -0.4271833449 45.2323469 43.70779
8.02 -0.3021989902 -0.4282980842 44.4170521 43.18787
8.06 -0.3031777791 -0.4294017849 43.6059056 42.66794
8.10 -0.3041469796 -0.4304946127 42.7989693 42.14801
8.14 -0.3051067278 -0.4315767243 41.9967021 41.62808
8.18 -0.3060571613 -0.4326482781 41.1987960 41.10816
8.22 -0.3069984121 -0.4337094258 40.4056928 40.58823
8.26 -0.3079306100 -0.4347603164 39.6173326 40.06830
8.30 -0.3088538853 -0.4358010994 38.8340019 39.54838
8.34 -0.3097683619 -0.4368319171 38.0557690 39.02845
8.38 -0.3106741655 -0.4378529138 37.2826736 38.50852
8.42 -0.3115714156 -0.4388642269 36.5148456 37.98860
8.46 -0.3124602333 -0.4398659953 35.7524160 37.46867
8.50 -0.3133407358 -0.4408583536 34.9955510 36.94874
8.54 -0.3142130353 -0.4418414310 34.2442485 36.42882
8.58 -0.3150772476 -0.4428153599 33.4987183 35.90889
8.62 -0.3159334817 -0.4437802656 32.7589957 35.38896
8.66 -0.3167818484 -0.4447362748 32.0251729 34.86904
8.70 -0.3176224531 -0.4456835081 31.2973530 34.34911
8.74 -0.3184554026 -0.4466220874 30.5756190 33.82918
8.78 -0.3192807986 -0.4475521286 29.8601148 33.30925
8.82 -0.3200987441 -0.4484737491 29.1508476 32.78933
8.86 -0.3209093381 -0.4493870615 28.4480102 32.26940
8.90 -0.3217126778 -0.4502921761 27.7515325 31.74947
8.94 -0.3225088610 -0.4511892043 27.0616820 31.22955
8.98 -0.3232979808 -0.4520782517 26.3782972 30.70962
9.02 -0.3240801326 -0.4529594265 25.7016667 30.18969
9.06 -0.3248554081 -0.4538328327 25.0317770 29.66977
9.10 -0.3256238924 -0.4546985678 24.3687482 29.14984
9.14 -0.3263856758 -0.4555567340 23.7126750 28.62991
9.18 -0.3271408467 -0.4564074318 23.0634038 28.10999
9.22 -0.3278894894 -0.4572507576 22.4213767 27.59006
9.26 -0.3286316873 -0.4580868059 21.7863101 27.07013
9.30 -0.3293675242 -0.4589156724 21.1584350 26.55020
9.34 -0.3300970797 -0.4597374477 20.5377543 26.03028
9.38 -0.3308204350 -0.4605522241 19.9244678 25.51035
9.42 -0.3315376670 -0.4613600891 19.3185086 24.99042
9.46 -0.3322488544 -0.4621611320 18.7200247 24.47050
9.50 -0.3329540729 -0.4629554388 18.1289019 23.95057
9.54 -0.3336533950 -0.4637430917 17.5454030 23.43064
9.58 -0.3343468961 -0.4645241760 16.9694292 22.91072
9.62 -0.3350346469 -0.4652987718 16.4010699 22.39079
9.66 -0.3357167198 -0.4660669609 15.8405583 21.87086
9.70 -0.3363931833 -0.4668288207 15.2876655 21.35094
9.74 -0.3370641073 -0.4675844303 14.7426671 20.83101
9.78 -0.3377295582 -0.4683338644 14.2055304 20.31108
9.82 -0.3383896037 -0.4690771997 13.6763084 19.79116
9.86 -0.3390443086 -0.4698145093 13.1550918 19.27123
9.90 -0.3396937366 -0.4705458651 12.6418374 18.75130
9.94 -0.3403379524 -0.4712713403 12.1366002 18.23137
9.98 -0.3409770170 -0.4719910038 11.6397386 17.71145
10.02 -0.3416109938 -0.4727049273 11.1508333 17.19152
10.06 -0.3422399405 -0.4734131763 10.6703000 16.67159
10.10 -0.3428639186 -0.4741158201 10.1980200 16.15167
10.14 -0.3434829854 -0.4748129236 9.7340564 15.63174
10.18 -0.3440971989 -0.4755045532 9.2785804 15.11181
10.22 -0.3447066168 -0.4761907730 8.8313862 14.59189
10.26 -0.3453112935 -0.4768716453 8.3928771 14.07196
10.30 -0.3459112852 -0.4775472337 7.9628339 13.55203
10.34 -0.3465066448 -0.4782175983 7.5413858 13.03211
10.38 -0.3470974269 -0.4788828007 7.1286167 12.51218
10.42 -0.3476836927 -0.4795429088 6.7246892 11.99225
10.46 -0.3482654754 -0.4801979634 6.3294663 11.47232
10.50 -0.3488428355 -0.4808480316 5.9433105 10.95240
10.54 -0.3494158219 -0.4814931684 5.5661004 10.43247
10.58 -0.3499844853 -0.4821334318 5.1980580 9.91254
10.62 -0.3505488735 -0.4827688756 4.8391809 9.39262
10.66 -0.3511090353 -0.4833995554 4.4896307 8.87269
10.70 -0.3516650172 -0.4840255235 4.1497106 8.35276
10.74 -0.3522168664 -0.4846468338 3.8192489 7.83284
10.78 -0.3527646280 -0.4852635369 3.4985959 7.31291
10.82 -0.3533083481 -0.4858756854 3.1877708 6.79298
10.86 -0.3538480706 -0.4864833287 2.8870372 6.27306
10.90 -0.3543838390 -0.4870865161 2.5964550 5.75313
10.94 -0.3549156974 -0.4876852976 2.3163298 5.23320
10.98 -0.3554436876 -0.4882797200 2.0467861 4.71328
11.02 -0.3559678527 -0.4888698326 1.7881016 4.19335
11.06 -0.3564882325 -0.4894556797 1.5404068 3.67342
11.10 -0.3570048691 -0.4900373092 1.3040943 3.15349
11.14 -0.3575178017 -0.4906147653 1.0794126 2.63357
11.18 -0.3580270709 -0.4911880938 0.8668764 2.11364
11.22 -0.3585327153 -0.4917573381 0.6668979 1.59371
11.26 -0.3590347730 -0.4923225412 0.4799856 1.07379
11.30 -0.3595332827 -0.4928837470 0.3062195 0.55386
11.34 -0.3600282813 -0.4934409966 0.1437014 0.03393
11.38 -0.3605198062 -0.4939943327 0.1437475 0.03393
11.42 -0.3610078933 -0.4945437951 0.1438049 0.03393
11.46 -0.3614925790 -0.4950894256 0.1438732 0.03393
11.50 -0.3619738988 -0.4956312639 0.1439368 0.03393
11.54 -0.3624518865 -0.4961693478 0.1440002 0.03393
11.58 -0.3629265777 -0.4967037178 0.1440680 0.03393
11.62 -0.3633980055 -0.4972344109 0.1441296 0.03393
11.66 -0.3638662043 -0.4977614660 0.1441948 0.03393
11.70 -0.3643312062 -0.4982849194 0.1442580 0.03393
11.74 -0.3647930447 -0.4988048088 0.1443188 0.03393
11.78 -0.3652517511 -0.4993211693 0.1443818 0.03393
11.82 -0.3657073578 -0.4998340379 0.1444466 0.03393
11.86 -0.3661598959 -0.5003434491 0.1445077 0.03393
11.90 -0.3666093957 -0.5008494374 0.1445647 0.03393
11.94 -0.3670558886 -0.5013520381 0.1446273 0.03393
11.98 -0.3674994038 -0.5018512841 0.1446849 0.03393
12.02 -0.3679399719 -0.5023472102 0.1447473 0.03393
12.06 -0.3683776210 -0.5028398476 0.1448039 0.03393
12.10 -0.3688123733 -0.5033292301 0.1448645 0.03393
12.14 -0.3692442717 -0.5038153891 0.1449236 0.03393
12.18 -0.3696733378 -0.5042983572 0.1449859 0.03393
12.22 -0.3700995987 -0.5047781651 0.1450408 0.03393
12.26 -0.3705230812 -0.5052548434 0.1450982 0.03393
12.30 -0.3709438137 -0.5057284235 0.1451525 0.03393
12.34 -0.3713618215 -0.5061989344 0.1452135 0.03393
12.38 -0.3717771322 -0.5066664069 0.1452708 0.03393
12.42 -0.3721897707 -0.5071308694 0.1453239 0.03393
12.46 -0.3725997637 -0.5075923517 0.1453826 0.03393
12.50 -0.3730071366 -0.5080508824 0.1454365 0.03393

