Functional Exponent Coefficient Energy
BLYP 40 -100 -14.8453077665
BLYP 40 -99.85 -14.7938190321
BLYP 40 -99.7 -14.7423977074
BLYP 40 -99.55 -14.6910439477
BLYP 40 -99.4 -14.639757909
BLYP 40 -99.25 -14.5885397475
BLYP 40 -99.1 -14.5373896199
BLYP 40 -98.95 -14.4863076832
BLYP 40 -98.8 -14.4352940948
BLYP 40 -98.65 -14.3843490125
BLYP 40 -98.5 -14.3334725945
BLYP 40 -98.35 -14.2826649994
BLYP 40 -98.2 -14.2319263862
BLYP 40 -98.05 -14.1812569142
BLYP 40 -97.9 -14.1306567432
BLYP 40 -97.75 -14.0801260333
BLYP 40 -97.6 -14.029664945
BLYP 40 -97.45 -13.9792736394
BLYP 40 -97.3 -13.9289522776
BLYP 40 -97.15 -13.8787010215
BLYP 40 -97 -13.8285200331
BLYP 40 -96.85 -13.778409475
BLYP 40 -96.7 -13.7283695101
BLYP 40 -96.55 -13.6784003015
BLYP 40 -96.4 -13.6285020132
BLYP 40 -96.25 -13.578674809
BLYP 40 -96.1 -13.5289188536
BLYP 40 -95.95 -13.4792343119
BLYP 40 -95.8 -13.429621349
BLYP 40 -95.65 -13.3800801308
BLYP 40 -95.5 -13.3306108233
BLYP 40 -95.35 -13.281213593
BLYP 40 -95.2 -13.2318886067
BLYP 40 -95.05 -13.1826360319
BLYP 40 -94.9 -13.1334560361
BLYP 40 -94.75 -13.0843487875
BLYP 40 -94.6 -13.0353144547
BLYP 40 -94.45 -12.9863532064
BLYP 40 -94.3 -12.937465212
BLYP 40 -94.15 -12.8886506413
BLYP 40 -94 -12.8399096644
BLYP 40 -93.85 -12.7912424517
BLYP 40 -93.7 -12.7426491743
BLYP 40 -93.55 -12.6941300035
BLYP 40 -93.4 -12.645685111
BLYP 40 -93.25 -12.5973146689
BLYP 40 -93.1 -12.54901885
BLYP 40 -92.95 -12.500797827
BLYP 40 -92.8 -12.4526517735
BLYP 40 -92.65 -12.4045808631
BLYP 40 -92.5 -12.3565852702
BLYP 40 -92.35 -12.3086651692
BLYP 40 -92.2 -12.2608207353
BLYP 40 -92.05 -12.2130521438
BLYP 40 -91.9 -12.1653595707
BLYP 40 -91.75 -12.117743192
BLYP 40 -91.6 -12.0702031846
BLYP 40 -91.45 -12.0227397254
BLYP 40 -91.3 -11.975352992
BLYP 40 -91.15 -11.9280431622
BLYP 40 -91 -11.8808104144
BLYP 40 -90.85 -11.8336549272
BLYP 40 -90.7 -11.7865768798
BLYP 40 -90.55 -11.7395764517
BLYP 40 -90.4 -11.6926538228
BLYP 40 -90.25 -11.6458091736
BLYP 40 -90.1 -11.5990426847
BLYP 40 -89.95 -11.5523545375
BLYP 40 -89.8 -11.5057449133
BLYP 40 -89.65 -11.4592139944
BLYP 40 -89.5 -11.412761963
BLYP 40 -89.35 -11.366389002
BLYP 40 -89.2 -11.3200952946
BLYP 40 -89.05 -11.2738810245
BLYP 40 -88.9 -11.2277463759
BLYP 40 -88.75 -11.1816915333
BLYP 40 -88.6 -11.1357166814
BLYP 40 -88.45 -11.0898220055
BLYP 40 -88.3 -11.0440076912
BLYP 40 -88.15 -10.9982739246
BLYP 40 -88 -10.9526208923
BLYP 40 -87.85 -10.9070487811
BLYP 40 -87.7 -10.8615577784
BLYP 40 -87.55 -10.8161480719
BLYP 40 -87.4 -10.7708198497
BLYP 40 -87.25 -10.7255733004
BLYP 40 -87.1 -10.6804086129
BLYP 40 -86.95 -10.6353259765
BLYP 40 -86.8 -10.5903255809
BLYP 40 -86.65 -10.5454076164
BLYP 40 -86.5 -10.5005722735
BLYP 40 -86.35 -10.4558197431
BLYP 40 -86.2 -10.4111502166
BLYP 40 -86.05 -10.3665638857
BLYP 40 -85.9 -10.3220609426
BLYP 40 -85.75 -10.2776415797
BLYP 40 -85.6 -10.2333059901
BLYP 40 -85.45 -10.1890543671
BLYP 40 -85.3 -10.1448869044
BLYP 40 -85.15 -10.100803796
BLYP 40 -85 -10.0568052366
BLYP 40 -84.85 -10.012891421
BLYP 40 -84.7 -9.9690625444
BLYP 40 -84.55 -9.9253188026
BLYP 40 -84.4 -9.8816603916
BLYP 40 -84.25 -9.8380875078
BLYP 40 -84.1 -9.7946003481
BLYP 40 -83.95 -9.7511991097
BLYP 40 -83.8 -9.70788399
BLYP 40 -83.65 -9.6646551871
BLYP 40 -83.5 -9.6215128994
BLYP 40 -83.35 -9.5784573254
BLYP 40 -83.2 -9.5354886642
BLYP 40 -83.05 -9.4926071154
BLYP 40 -82.9 -9.4498128787
BLYP 40 -82.75 -9.4071061542
BLYP 40 -82.6 -9.3644871425
BLYP 40 -82.45 -9.3219560445
BLYP 40 -82.3 -9.2795130614
BLYP 40 -82.15 -9.2371583948
BLYP 40 -82 -9.1948922466
BLYP 40 -81.85 -9.1527148193
BLYP 40 -81.7 -9.1106263153
BLYP 40 -81.55 -9.0686269377
BLYP 40 -81.4 -9.0267168899
BLYP 40 -81.25 -8.9848963754
BLYP 40 -81.1 -8.9431655984
BLYP 40 -80.95 -8.9015247637
BLYP 40 -80.8 -8.8599740755
BLYP 40 -80.65 -8.8185137386
BLYP 40 -80.5 -8.7771439585
BLYP 40 -80.35 -8.7358649406
BLYP 40 -80.2 -8.6946768913
