Functional Exponent Coefficient Energy
BLYP 100 -100 -1.4999725162
BLYP 100 -99.85 -1.4942124893
BLYP 100 -99.7 -1.4884838576
BLYP 100 -99.55 -1.4827864955
BLYP 100 -99.4 -1.4771202769
BLYP 100 -99.25 -1.4714850761
BLYP 100 -99.1 -1.465880767
BLYP 100 -98.95 -1.4603072234
BLYP 100 -98.8 -1.4547643192
BLYP 100 -98.65 -1.449251928
BLYP 100 -98.5 -1.4437699238
BLYP 100 -98.35 -1.43831818
BLYP 100 -98.2 -1.4328965704
BLYP 100 -98.05 -1.4275049684
BLYP 100 -97.9 -1.4221432477
BLYP 100 -97.75 -1.4168112818
BLYP 100 -97.6 -1.4115089443
BLYP 100 -97.45 -1.4062361085
BLYP 100 -97.3 -1.400992648
BLYP 100 -97.15 -1.3957784363
BLYP 100 -97 -1.3905933468
BLYP 100 -96.85 -1.3854372531
BLYP 100 -96.7 -1.3803100287
BLYP 100 -96.55 -1.3752115471
BLYP 100 -96.4 -1.3701416819
BLYP 100 -96.25 -1.3651003067
BLYP 100 -96.1 -1.3600872951
BLYP 100 -95.95 -1.3551025208
BLYP 100 -95.8 -1.3501458575
BLYP 100 -95.65 -1.345217179
BLYP 100 -95.5 -1.3403163592
BLYP 100 -95.35 -1.3354432719
BLYP 100 -95.2 -1.3305977912
BLYP 100 -95.05 -1.325779791
BLYP 100 -94.9 -1.3209891457
BLYP 100 -94.75 -1.3162257293
BLYP 100 -94.6 -1.3114894161
BLYP 100 -94.45 -1.3067800808
BLYP 100 -94.3 -1.3020975976
BLYP 100 -94.15 -1.2974418413
BLYP 100 -94 -1.2928126867
BLYP 100 -93.85 -1.2882100085
BLYP 100 -93.7 -1.2836336819
BLYP 100 -93.55 -1.2790835819
BLYP 100 -93.4 -1.2745595838
BLYP 100 -93.25 -1.2700615629
BLYP 100 -93.1 -1.2655893949
BLYP 100 -92.95 -1.2611429555
BLYP 100 -92.8 -1.2567221204
BLYP 100 -92.65 -1.2523267658
BLYP 100 -92.5 -1.2479567678
BLYP 100 -92.35 -1.2436120028
BLYP 100 -92.2 -1.2392923472
BLYP 100 -92.05 -1.2349976779
BLYP 100 -91.9 -1.2307278716
BLYP 100 -91.75 -1.2264828056
BLYP 100 -91.6 -1.2222623571
BLYP 100 -91.45 -1.2180664035
BLYP 100 -91.3 -1.2138948226
BLYP 100 -91.15 -1.2097474923
BLYP 100 -91 -1.2056242906
BLYP 100 -90.85 -1.201525096
BLYP 100 -90.7 -1.1974497869
BLYP 100 -90.55 -1.1933982422
BLYP 100 -90.4 -1.1893703408
BLYP 100 -90.25 -1.1853659621
BLYP 100 -90.1 -1.1813849854
BLYP 100 -89.95 -1.1774272906
BLYP 100 -89.8 -1.1734927577
