Functional Exponent Coefficient Energy
BLYP 1 -100 -83.9266919832
BLYP 1 -99.85 -83.7912605887
BLYP 1 -99.7 -83.6558369776
BLYP 1 -99.55 -83.5204211695
BLYP 1 -99.4 -83.3850131919
BLYP 1 -99.25 -83.2496130609
BLYP 1 -99.1 -83.11422079
BLYP 1 -98.95 -82.9788363983
BLYP 1 -98.8 -82.8434599183
BLYP 1 -98.65 -82.7080913677
BLYP 1 -98.5 -82.5727307562
BLYP 1 -98.35 -82.4373781044
BLYP 1 -98.2 -82.3020334328
BLYP 1 -98.05 -82.1666967616
BLYP 1 -97.9 -82.0313681113
BLYP 1 -97.75 -81.8960475023
BLYP 1 -97.6 -81.7607349553
BLYP 1 -97.45 -81.625430491
BLYP 1 -97.3 -81.4901341301
BLYP 1 -97.15 -81.3548458935
BLYP 1 -97 -81.2195658023
BLYP 1 -96.85 -81.0842938775
BLYP 1 -96.7 -80.9490301404
BLYP 1 -96.55 -80.8137746123
BLYP 1 -96.4 -80.6785273148
BLYP 1 -96.25 -80.5432882695
BLYP 1 -96.1 -80.4080574979
BLYP 1 -95.95 -80.2728350219
BLYP 1 -95.8 -80.1376208634
BLYP 1 -95.65 -80.0024150444
BLYP 1 -95.5 -79.8672175871
BLYP 1 -95.35 -79.7320285137
BLYP 1 -95.2 -79.5968478467
BLYP 1 -95.05 -79.4616756086
BLYP 1 -94.9 -79.3265118221
BLYP 1 -94.75 -79.1913565099
BLYP 1 -94.6 -79.0562096949
BLYP 1 -94.45 -78.9210714001
BLYP 1 -94.3 -78.7859416487
BLYP 1 -94.15 -78.650820464
BLYP 1 -94 -78.5157078694
BLYP 1 -93.85 -78.3806038884
BLYP 1 -93.7 -78.2455085447
BLYP 1 -93.55 -78.1104218621
BLYP 1 -93.4 -77.9753438644
BLYP 1 -93.25 -77.8402745758
BLYP 1 -93.1 -77.7052140205
BLYP 1 -92.95 -77.5701622227
BLYP 1 -92.8 -77.435119207
BLYP 1 -92.65 -77.3000849982
BLYP 1 -92.5 -77.1650596208
BLYP 1 -92.35 -77.0300430997
BLYP 1 -92.2 -76.89503546
BLYP 1 -92.05 -76.7600367267
BLYP 1 -91.9 -76.6250469249
BLYP 1 -91.75 -76.4900660803
BLYP 1 -91.6 -76.3550942185
BLYP 1 -91.45 -76.220131365
BLYP 1 -91.3 -76.0851775459
BLYP 1 -91.15 -75.9502327878
BLYP 1 -91 -75.8152971161
BLYP 1 -90.85 -75.6803705569
BLYP 1 -90.7 -75.5454531367
BLYP 1 -90.55 -75.4105448822
BLYP 1 -90.4 -75.2756458208
BLYP 1 -90.25 -75.1407559788
BLYP 1 -90.1 -75.0058753842
BLYP 1 -89.95 -74.8710040638
BLYP 1 -89.8 -74.7361420443
BLYP 1 -89.65 -74.6012893533
BLYP 1 -89.5 -74.4664460184
BLYP 1 -89.35 -74.3316120675
BLYP 1 -89.2 -74.1967875287
BLYP 1 -89.05 -74.06197243
BLYP 1 -88.9 -73.9271667999
BLYP 1 -88.75 -73.7923706681
BLYP 1 -88.6 -73.6575840618
BLYP 1 -88.45 -73.5228070101
BLYP 1 -88.3 -73.3880395419
BLYP 1 -88.15 -73.2532816864
BLYP 1 -88 -73.1185334735
BLYP 1 -87.85 -72.9837949345
BLYP 1 -87.7 -72.8490660969
BLYP 1 -87.55 -72.7143469902
BLYP 1 -87.4 -72.5796376444
BLYP 1 -87.25 -72.4449380898
BLYP 1 -87.1 -72.3102483565
BLYP 1 -86.95 -72.1755684752
BLYP 1 -86.8 -72.0408984765
BLYP 1 -86.65 -71.9062383913
BLYP 1 -86.5 -71.7715882505
BLYP 1 -86.35 -71.6369480856
BLYP 1 -86.2 -71.5023179279
BLYP 1 -86.05 -71.367697809
BLYP 1 -85.9 -71.2330877606
BLYP 1 -85.75 -71.0984878147
BLYP 1 -85.6 -70.9638980034
BLYP 1 -85.45 -70.8293183591
BLYP 1 -85.3 -70.6947489143
BLYP 1 -85.15 -70.5601897017
BLYP 1 -85 -70.4256407543
BLYP 1 -84.85 -70.2911021051
BLYP 1 -84.7 -70.1565737874
BLYP 1 -84.55 -70.0220558347
BLYP 1 -84.4 -69.8875482807
BLYP 1 -84.25 -69.7530511594
BLYP 1 -84.1 -69.6185645047
BLYP 1 -83.95 -69.4840883511
BLYP 1 -83.8 -69.349622733
BLYP 1 -83.65 -69.2151676851
BLYP 1 -83.5 -69.0807232423
BLYP 1 -83.35 -68.9462894397
BLYP 1 -83.2 -68.8118663127
BLYP 1 -83.05 -68.6774538969
BLYP 1 -82.9 -68.5430522278
BLYP 1 -82.75 -68.4086613416
BLYP 1 -82.6 -68.2742812744
BLYP 1 -82.45 -68.1399120626
BLYP 1 -82.3 -68.0055537428
BLYP 1 -82.15 -67.8712063518
BLYP 1 -82 -67.7368699267
BLYP 1 -81.85 -67.6025445048
BLYP 1 -81.7 -67.4682301235
BLYP 1 -81.55 -67.3339268206
BLYP 1 -81.4 -67.1996346341
BLYP 1 -81.25 -67.0653536021
BLYP 1 -81.1 -66.931083763
BLYP 1 -80.95 -66.7968251556
BLYP 1 -80.8 -66.662577819
BLYP 1 -80.65 -66.5283417929
BLYP 1 -80.5 -66.3941171179
BLYP 1 -80.35 -66.2599038328
BLYP 1 -80.2 -66.1257019768
BLYP 1 -80.05 -65.9915115896
BLYP 1 -79.9 -65.8573327114
BLYP 1 -79.75 -65.7231653829
BLYP 1 -79.6 -65.5890096448
BLYP 1 -79.45 -65.4548655383
BLYP 1 -79.3 -65.3207331047
BLYP 1 -79.15 -65.1866123856
BLYP 1 -79 -65.0525034228
BLYP 1 -78.85 -64.9184062595
BLYP 1 -78.7 -64.7843209414
BLYP 1 -78.55 -64.650247507
BLYP 1 -78.4 -64.516185999
BLYP 1 -78.25 -64.3821364604
BLYP 1 -78.1 -64.2480989348
BLYP 1 -77.95 -64.1140734657
BLYP 1 -77.8 -63.9800600971
BLYP 1 -77.65 -63.8460588731
BLYP 1 -77.5 -63.7120698384
BLYP 1 -77.35 -63.5780930375
BLYP 1 -77.2 -63.4441285156
BLYP 1 -77.05 -63.310176318
BLYP 1 -76.9 -63.1762364903
BLYP 1 -76.75 -63.0423090784
BLYP 1 -76.6 -62.9083941284
BLYP 1 -76.45 -62.7744916868
BLYP 1 -76.3 -62.6406018004
BLYP 1 -76.15 -62.5067245162
BLYP 1 -76 -62.3728598816
BLYP 1 -75.85 -62.2390079441
BLYP 1 -75.7 -62.1051687518
BLYP 1 -75.55 -61.9713423529
BLYP 1 -75.4 -61.8375287959
BLYP 1 -75.25 -61.7037281296
BLYP 1 -75.1 -61.5699404033
BLYP 1 -74.95 -61.4361656663
BLYP 1 -74.8 -61.3024039685
BLYP 1 -74.65 -61.16865536
BLYP 1 -74.5 -61.0349198911
BLYP 1 -74.35 -60.9011976127
BLYP 1 -74.2 -60.7674885756
BLYP 1 -74.05 -60.6337928315
BLYP 1 -73.9 -60.5001104318
BLYP 1 -73.75 -60.3664414287
BLYP 1 -73.6 -60.2327858745
BLYP 1 -73.45 -60.0991438219
BLYP 1 -73.3 -59.965515324
BLYP 1 -73.15 -59.8319004342
BLYP 1 -73 -59.698299206
BLYP 1 -72.85 -59.5647116937
BLYP 1 -72.7 -59.4311379515
BLYP 1 -72.55 -59.2975780343
BLYP 1 -72.4 -59.1640319972
BLYP 1 -72.25 -59.0304998955
BLYP 1 -72.1 -58.8969817852
BLYP 1 -71.95 -58.7634777224
BLYP 1 -71.8 -58.6299877636
BLYP 1 -71.65 -58.4965119657
BLYP 1 -71.5 -58.363050386
BLYP 1 -71.35 -58.2296030822
BLYP 1 -71.2 -58.0961701122
BLYP 1 -71.05 -57.9627515345
BLYP 1 -70.9 -57.8293474077
BLYP 1 -70.75 -57.6959577911
BLYP 1 -70.6 -57.5625827441
BLYP 1 -70.45 -57.4292223267
BLYP 1 -70.3 -57.2958765992
BLYP 1 -70.15 -57.1625456223
BLYP 1 -70 -57.0292294571
BLYP 1 -69.85 -56.8959281651
BLYP 1 -69.7 -56.7626418081
BLYP 1 -69.55 -56.6293704485
BLYP 1 -69.4 -56.4961141489
BLYP 1 -69.25 -56.3628729726
BLYP 1 -69.1 -56.229646983
BLYP 1 -68.95 -56.096436244
BLYP 1 -68.8 -55.9632408201
BLYP 1 -68.65 -55.830060776
BLYP 1 -68.5 -55.696896177
BLYP 1 -68.35 -55.5637470886
BLYP 1 -68.2 -55.430613577
BLYP 1 -68.05 -55.2974957087
BLYP 1 -67.9 -55.1643935507
BLYP 1 -67.75 -55.0313071703
BLYP 1 -67.6 -54.8982366353
BLYP 1 -67.45 -54.7651820142
BLYP 1 -67.3 -54.6321433755
BLYP 1 -67.15 -54.4991207886
BLYP 1 -67 -54.3661143231
BLYP 1 -66.85 -54.233124049
BLYP 1 -66.7 -54.1001500371
BLYP 1 -66.55 -53.9671923583
BLYP 1 -66.4 -53.8342510842
BLYP 1 -66.25 -53.7013262868
BLYP 1 -66.1 -53.5684180386
BLYP 1 -65.95 -53.4355264125
BLYP 1 -65.8 -53.3026514821
BLYP 1 -65.65 -53.1697933213
BLYP 1 -65.5 -53.0369520045
BLYP 1 -65.35 -52.9041276066
BLYP 1 -65.2 -52.7713202033
BLYP 1 -65.05 -52.6385298703
BLYP 1 -64.9 -52.5057566842
BLYP 1 -64.75 -52.3730007219
BLYP 1 -64.6 -52.240262061
BLYP 1 -64.45 -52.1075407795
BLYP 1 -64.3 -51.9748369559
BLYP 1 -64.15 -51.8421506694
BLYP 1 -64 -51.7094819994
BLYP 1 -63.85 -51.5768310263
BLYP 1 -63.7 -51.4441978307
BLYP 1 -63.55 -51.3115824938
BLYP 1 -63.4 -51.1789850974
BLYP 1 -63.25 -51.0464057239
BLYP 1 -63.1 -50.9138444563
BLYP 1 -62.95 -50.7813013778
BLYP 1 -62.8 -50.6487765727
BLYP 1 -62.65 -50.5162701255
BLYP 1 -62.5 -50.3837821215
BLYP 1 -62.35 -50.2513126463
BLYP 1 -62.2 -50.1188617863
BLYP 1 -62.05 -49.9864296285
BLYP 1 -61.9 -49.8540162605
BLYP 1 -61.75 -49.7216217703
BLYP 1 -61.6 -49.5892462468
BLYP 1 -61.45 -49.4568897792
BLYP 1 -61.3 -49.3245524575
BLYP 1 -61.15 -49.1922343723
