Functional Exponent Coefficient Energy
BLYP 0.002 -103.9 -104.0313830602
BLYP 0.002 -103.6 -103.7321674925
BLYP 0.002 -103.3 -103.4329527086
BLYP 0.002 -103 -103.1337387113
BLYP 0.002 -102.7 -102.8345255034
BLYP 0.002 -102.4 -102.535313088
BLYP 0.002 -102.1 -102.2361014679
BLYP 0.002 -101.8 -101.9368906461
BLYP 0.002 -101.5 -101.6376806256
BLYP 0.002 -101.2 -101.3384714094
BLYP 0.002 -100.9 -101.0392630004
BLYP 0.002 -100.6 -100.7400554017
BLYP 0.002 -100.3 -100.4408486164
BLYP 0.002 -100 -100.1416426474
BLYP 0.002 -99.7 -99.8424374979
BLYP 0.002 -99.4 -99.543233171
BLYP 0.002 -99.1 -99.2440296697
BLYP 0.002 -98.8 -98.9448269971
BLYP 0.002 -98.5 -98.6456251565
BLYP 0.002 -98.2 -98.346424151
BLYP 0.002 -97.9 -98.0472239837
BLYP 0.002 -97.6 -97.7480246579
BLYP 0.002 -97.3 -97.4488261768
BLYP 0.002 -97 -97.1496285436
BLYP 0.002 -96.7 -96.8504317616
BLYP 0.002 -96.4 -96.551235834
BLYP 0.002 -96.1 -96.2520407641
BLYP 0.002 -95.8 -95.9528465552
BLYP 0.002 -95.5 -95.6536532107
BLYP 0.002 -95.2 -95.3544607339
BLYP 0.002 -94.9 -95.0552691282
BLYP 0.002 -94.6 -94.756078397
BLYP 0.002 -94.3 -94.4568885436
BLYP 0.002 -94 -94.1576995715
BLYP 0.002 -93.7 -93.8585114841
BLYP 0.002 -93.4 -93.559324285
BLYP 0.002 -93.1 -93.2601379776
BLYP 0.002 -92.8 -92.9609525653
BLYP 0.002 -92.5 -92.6617680518
BLYP 0.002 -92.2 -92.3625844406
BLYP 0.002 -91.9 -92.0634017352
BLYP 0.002 -91.6 -91.7642199393
BLYP 0.002 -91.3 -91.4650390564
BLYP 0.002 -91 -91.1658590902
BLYP 0.002 -90.7 -90.8666800443
BLYP 0.002 -90.4 -90.5675019225
BLYP 0.002 -90.1 -90.2683247283
BLYP 0.002 -89.8 -89.9691484656
BLYP 0.002 -89.5 -89.6699731381
BLYP 0.002 -89.2 -89.3707987496
BLYP 0.002 -88.9 -89.0716253038
BLYP 0.002 -88.6 -88.7724528045
BLYP 0.002 -88.3 -88.4732812556
BLYP 0.002 -88 -88.174110661
BLYP 0.002 -87.7 -87.8749410244
BLYP 0.002 -87.4 -87.57577235
BLYP 0.002 -87.1 -87.2766046414
BLYP 0.002 -86.8 -86.9774379028
BLYP 0.002 -86.5 -86.6782721381
BLYP 0.002 -86.2 -86.3791073513
BLYP 0.002 -85.9 -86.0799435464
BLYP 0.002 -85.6 -85.7807807274
BLYP 0.002 -85.3 -85.4816188985
BLYP 0.002 -85 -85.1824580638
BLYP 0.002 -84.7 -84.8832982273
BLYP 0.002 -84.4 -84.5841393933
BLYP 0.002 -84.1 -84.2849815659
BLYP 0.002 -83.8 -83.9858247493
BLYP 0.002 -83.5 -83.6866689477
BLYP 0.002 -83.2 -83.3875141654
BLYP 0.002 -82.9 -83.0883604068
BLYP 0.002 -82.6 -82.789207676
BLYP 0.002 -82.3 -82.4900559774
BLYP 0.002 -82 -82.1909053155
BLYP 0.002 -81.7 -81.8917556946
BLYP 0.002 -81.4 -81.5926071191
BLYP 0.002 -81.1 -81.2934595935
BLYP 0.002 -80.8 -80.9943131223
BLYP 0.002 -80.5 -80.6951677099
BLYP 0.002 -80.2 -80.3960233609
BLYP 0.002 -79.9 -80.0968800799
BLYP 0.002 -79.6 -79.7977378715
BLYP 0.002 -79.3 -79.4985967403
BLYP 0.002 -79 -79.1994566909
BLYP 0.002 -78.7 -78.9003177281
BLYP 0.002 -78.4 -78.6011798566
BLYP 0.002 -78.1 -78.3020430811
BLYP 0.002 -77.8 -78.0029074065
BLYP 0.002 -77.5 -77.7037728375
BLYP 0.002 -77.2 -77.404639379
BLYP 0.002 -76.9 -77.1055070359
BLYP 0.002 -76.6 -76.8063758132
BLYP 0.002 -76.3 -76.5072457148
BLYP 0.002 -76 -76.2081167548
BLYP 0.002 -75.7 -75.9089889305
BLYP 0.002 -75.4 -75.6098622468
BLYP 0.002 -75.1 -75.3107367086
BLYP 0.002 -74.8 -75.0116123212
BLYP 0.002 -74.5 -74.7124890895
