Functional Exponent Coefficient Energy
BLYP 200 -175 -0.999511656
BLYP 200 -174.7 -0.9961701144
BLYP 200 -174.4 -0.9928541913
BLYP 200 -174.1 -0.9895636775
BLYP 200 -173.8 -0.9862983653
BLYP 200 -173.5 -0.9830580485
BLYP 200 -173.2 -0.9798425221
BLYP 200 -172.9 -0.976651583
BLYP 200 -172.6 -0.9734850289
BLYP 200 -172.3 -0.9703426596
BLYP 200 -172 -0.9672242757
BLYP 200 -171.7 -0.9641296798
BLYP 200 -171.4 -0.9610586754
BLYP 200 -171.1 -0.9580110677
BLYP 200 -170.8 -0.9549866634
BLYP 200 -170.5 -0.9519852703
BLYP 200 -170.2 -0.9490066979
BLYP 200 -169.9 -0.9460507568
BLYP 200 -169.6 -0.9431172593
BLYP 200 -169.3 -0.9402060189
BLYP 200 -169 -0.9373168505
BLYP 200 -168.7 -0.9344495704
BLYP 200 -168.4 -0.9316039963
BLYP 200 -168.1 -0.9287799473
BLYP 200 -167.8 -0.9259772438
BLYP 200 -167.5 -0.9231957074
BLYP 200 -167.2 -0.9204351615
BLYP 200 -166.9 -0.9176954303
BLYP 200 -166.6 -0.9149763398
BLYP 200 -166.3 -0.9122777171
BLYP 200 -166 -0.9095993907
BLYP 200 -165.7 -0.9069411904
BLYP 200 -165.4 -0.9043029472
BLYP 200 -165.1 -0.9016844937
BLYP 200 -164.8 -0.8990856636
BLYP 200 -164.5 -0.8965062919
BLYP 200 -164.2 -0.893946215
BLYP 200 -163.9 -0.8914052705
BLYP 200 -163.6 -0.8888832973
BLYP 200 -163.3 -0.8863801357
BLYP 200 -163 -0.883895627
BLYP 200 -162.7 -0.8814296141
BLYP 200 -162.4 -0.8789819408
BLYP 200 -162.1 -0.8765524525
BLYP 200 -161.8 -0.8741409956
BLYP 200 -161.5 -0.8717474179
BLYP 200 -161.2 -0.8693715682
BLYP 200 -160.9 -0.8670132968
BLYP 200 -160.6 -0.8646724551
BLYP 200 -160.3 -0.8623488956
BLYP 200 -160 -0.8600424722
BLYP 200 -159.7 -0.8577530399
BLYP 200 -159.4 -0.8554804549
BLYP 200 -159.1 -0.8532245745
BLYP 200 -158.8 -0.8509852574
BLYP 200 -158.5 -0.8487623632
BLYP 200 -158.2 -0.8465557528
BLYP 200 -157.9 -0.8443652883
BLYP 200 -157.6 -0.8421908329
BLYP 200 -157.3 -0.840032251
BLYP 200 -157 -0.8378894079
BLYP 200 -156.7 -0.8357621703
BLYP 200 -156.4 -0.8336504059
BLYP 200 -156.1 -0.8315539836
BLYP 200 -155.8 -0.8294727733
BLYP 200 -155.5 -0.827406646
BLYP 200 -155.2 -0.8253554738
BLYP 200 -154.9 -0.82331913
BLYP 200 -154.6 -0.8212974889
BLYP 200 -154.3 -0.8192904258
BLYP 200 -154 -0.8172978172
BLYP 200 -153.7 -0.8153195405
BLYP 200 -153.4 -0.8133554742
BLYP 200 -153.1 -0.811405498
BLYP 200 -152.8 -0.8094694925
BLYP 200 -152.5 -0.8075473392
BLYP 200 -152.2 -0.8056389208
BLYP 200 -151.9 -0.8037441211
BLYP 200 -151.6 -0.8018628246
BLYP 200 -151.3 -0.799994917
BLYP 200 -151 -0.7981402851
BLYP 200 -150.7 -0.7962988164
BLYP 200 -150.4 -0.7944703995
BLYP 200 -150.1 -0.7926549241
BLYP 200 -149.8 -0.7908522807
BLYP 200 -149.5 -0.7890623608
BLYP 200 -149.2 -0.7872850569
BLYP 200 -148.9 -0.7855202624
BLYP 200 -148.6 -0.7837678716
BLYP 200 -148.3 -0.7820277797
BLYP 200 -148 -0.780299883
BLYP 200 -147.7 -0.7785840785
BLYP 200 -147.4 -0.7768802643
BLYP 200 -147.1 -0.7751883392
BLYP 200 -146.8 -0.773508203
BLYP 200 -146.5 -0.7718397565
BLYP 200 -146.2 -0.770182901
BLYP 200 -145.9 -0.7685375392
BLYP 200 -145.6 -0.7669035742
BLYP 200 -145.3 -0.7652809103
BLYP 200 -145 -0.7636694524
BLYP 200 -144.7 -0.7620691063
BLYP 200 -144.4 -0.7604797788
BLYP 200 -144.1 -0.7589013773
BLYP 200 -143.8 -0.7573338102
BLYP 200 -143.5 -0.7557769867
BLYP 200 -143.2 -0.7542308166
BLYP 200 -142.9 -0.7526952109
BLYP 200 -142.6 -0.7511700809
BLYP 200 -142.3 -0.7496553392
BLYP 200 -142 -0.7481508988
BLYP 200 -141.7 -0.7466566736
BLYP 200 -141.4 -0.7451725784
BLYP 200 -141.1 -0.7436985285
BLYP 200 -140.8 -0.7422344403
BLYP 200 -140.5 -0.7407802306
BLYP 200 -140.2 -0.7393358173
BLYP 200 -139.9 -0.7379011186
BLYP 200 -139.6 -0.7364760539
BLYP 200 -139.3 -0.735060543
BLYP 200 -139 -0.7336545066
BLYP 200 -138.7 -0.7322578659
BLYP 200 -138.4 -0.7308705432
BLYP 200 -138.1 -0.7294924611
BLYP 200 -137.8 -0.728123543
BLYP 200 -137.5 -0.7267637132
BLYP 200 -137.2 -0.7254128965
BLYP 200 -136.9 -0.7240710183
BLYP 200 -136.6 -0.7227380048
BLYP 200 -136.3 -0.721413783
BLYP 200 -136 -0.7200982803
BLYP 200 -135.7 -0.7187914249
BLYP 200 -135.4 -0.7174931455
BLYP 200 -135.1 -0.7162033717
BLYP 200 -134.8 -0.7149220336
BLYP 200 -134.5 -0.7136490619
BLYP 200 -134.2 -0.7123843879
BLYP 200 -133.9 -0.7111279436
BLYP 200 -133.6 -0.7098796616
BLYP 200 -133.3 -0.7086394752
BLYP 200 -133 -0.707407318
BLYP 200 -132.7 -0.7061831247
BLYP 200 -132.4 -0.7049668301
BLYP 200 -132.1 -0.7037583698
BLYP 200 -131.8 -0.70255768
BLYP 200 -131.5 -0.7013646975
BLYP 200 -131.2 -0.7001793596
BLYP 200 -130.9 -0.6990016042
BLYP 200 -130.6 -0.6978313697
BLYP 200 -130.3 -0.6966685953
BLYP 200 -130 -0.6955132203
BLYP 200 -129.7 -0.694365185
BLYP 200 -129.4 -0.6932244301
BLYP 200 -129.1 -0.6920908966
BLYP 200 -128.8 -0.6909645264
BLYP 200 -128.5 -0.6898452617
BLYP 200 -128.2 -0.6887330453
BLYP 200 -127.9 -0.6876278204
BLYP 200 -127.6 -0.686529531
BLYP 200 -127.3 -0.6854381212
BLYP 200 -127 -0.684353536
BLYP 200 -126.7 -0.6832757207
BLYP 200 -126.4 -0.682204621
BLYP 200 -126.1 -0.6811401833
BLYP 200 -125.8 -0.6800823544
BLYP 200 -125.5 -0.6790310816
BLYP 200 -125.2 -0.6779863126
BLYP 200 -124.9 -0.6769479957
BLYP 200 -124.6 -0.6759160794
BLYP 200 -124.3 -0.6748905131
BLYP 200 -124 -0.6738712463
BLYP 200 -123.7 -0.672858229
BLYP 200 -123.4 -0.6718514119
BLYP 200 -123.1 -0.6708507458
BLYP 200 -122.8 -0.6698561822
BLYP 200 -122.5 -0.6688676729
BLYP 200 -122.2 -0.6678851703
BLYP 200 -121.9 -0.6669086269
BLYP 200 -121.6 -0.6659379961
BLYP 200 -121.3 -0.6649732312
BLYP 200 -121 -0.6640142863
BLYP 200 -120.7 -0.6630611159
BLYP 200 -120.4 -0.6621136746
